日期,时间,维度,经度,方向,距离,深度,烈度
1986.05.27,12:54:58 AM,39.46,28.44,east,2.6,11,4.5
1988.04.19,12:41:58 AM,40.4,42.2,east,2.6,10,0
1990.07.27,12:50:06 AM,36.79,29.34,east,2.6,30,0
2002.12.11,12:52:18 AM,38.32,27.09,east,2.6,17,0
2005.08.20,12:13:11 AM,37.86,29.06,east,2.6,18.3,0
2011.04.19,12:21:19 AM,39.18,40.66,east,2.6,5,3.6
2011.11.11,12:06:07 AM,39.11,29.15,east,2.6,4,3.6
1974.02.01,12:01:02 AM,38.55,27.22,west,2.7,24,5.2
1976.05.25,12:21:06 AM,39.35,29.14,west,2.7,0,0
1989.03.13,12:57:36 AM,38.1,29.12,west,2.7,1,0
1993.05.06,12:00:58 AM,39.18,27.95,west,2.7,14,0
1997.10.10,12:21:00 AM,38.62,43.45,west,2.7,6,0
2006.10.22,12:05:32 AM,37.13,27.89,west,2.7,24.6,0
2007.05.08,12:40:17 AM,37.27,42.39,west,2.7,5,0
2007.12.22,12:46:34 AM,39.32,33.17,west,2.7,5.3,0
2009.01.28,12:17:53 AM,37.83,27.47,west,2.7,5,3.9
2011.01.20,12:09:37 AM,40.7,29.76,west,2.7,11.7,4.1
2011.11.14,12:39:55 AM,38.26,42.87,west,2.7,8,3.5
2012.02.16,12:01:04 AM,38.64,37.44,west,2.7,5,4.8
2014.04.27,12:42:55 AM,39.84,41.79,west,2.7,5,3.8
2017.07.09,12:08:15 AM,38.69,38.09,west,2.7,5,3.6
1965.06.28,12:27:03 AM,38,41.3,south_west,2.7,33,5.1
1966.08.20,12:13:28 AM,39.3,41.6,south_west,2.7,27,4.7
1967.07.22,12:30:07 AM,40.73,30.53,south_west,2.7,10,4.8
1968.03.28,12:57:55 AM,38.1,31,south_west,2.7,10,4.9
1970.03.28,12:30:52 AM,38.9,29.9,south_west,2.7,10,4.2
1970.04.04,12:48:10 AM,38.9,29.9,south_west,2.7,33,4.5
1970.06.18,12:40:27 AM,38.9,29.9,south_west,2.7,5,0
1971.05.13,12:28:39 AM,37.67,29.99,south_west,2.7,27,4.6
1981.04.13,12:41:45 AM,39.94,40.67,south_west,2.7,52,0
1982.06.12,12:43:16 AM,37.02,27.94,south_west,2.7,0,0
1984.09.08,12:40:28 AM,38.26,30.8,south_west,2.7,10,0
1986.06.03,12:13:52 AM,40.24,32.4,south_west,2.7,9,0
1986.08.16,12:16:33 AM,39.48,26.22,south_west,2.7,7,0
1991.03.24,12:30:52 AM,37.06,29.33,south_west,2.7,4,0
1993.02.10,12:59:43 AM,37.13,30.56,south_west,2.7,10,0
1995.01.23,12:56:31 AM,36.96,28.84,south_west,2.7,10,0
1996.03.16,12:36:24 AM,37.05,30.29,south_west,2.7,75,0
1996.08.08,12:54:26 AM,39.37,27.92,south_west,2.7,7,0
1997.02.18,12:43:47 AM,39.47,26.17,south_west,2.7,21,0
1997.06.01,12:33:45 AM,39.35,41.68,south_west,2.7,0,0
1997.09.15,12:11:51 AM,38.83,32.44,south_west,2.7,0,0
2000.01.25,12:30:54 AM,37.84,27.24,south_west,2.7,22,0
2000.07.01,12:51:02 AM,41.21,28.17,south_west,2.7,19,0
2000.10.05,12:34:46 AM,40.53,32.96,south_west,2.7,6,0
2000.12.15,12:35:54 AM,38.57,31.26,south_west,2.7,0,0
2001.05.24,12:47:27 AM,39.37,27.82,south_west,2.7,9,0
2003.05.21,12:32:02 AM,39.13,40.52,south_west,2.7,9,0
2004.02.19,12:09:52 AM,36.98,28.65,south_west,2.7,9,4.3
2004.03.25,12:15:39 AM,39.93,40.8,south_west,2.7,10,0
2005.03.27,12:17:39 AM,37.7,43.92,south_west,2.7,5,0
2005.11.05,12:24:31 AM,39.05,31.15,south_west,2.7,2.6,0
2006.08.05,12:08:59 AM,38.82,42.46,south_west,2.7,17.8,3.7
2007.03.12,12:44:20 AM,38.32,39.31,south_west,2.7,5.9,0
2007.09.20,12:18:52 AM,39.23,29.42,south_west,2.7,5.3,4
2008.06.21,12:46:34 AM,38.93,41.33,south_west,2.7,8,3.7
2008.08.18,12:42:33 AM,37.05,29.12,south_west,2.7,6.8,0
2009.12.07,12:02:59 AM,36.97,29.33,south_west,2.7,5.4,3.5
2011.10.23,12:47:24 AM,38.81,43.3,south_west,2.7,5,3.5
2011.10.24,12:06:32 AM,38.87,43.6,south_west,2.7,2.1,3.5
2011.11.05,12:01:37 AM,38.87,43.6,south_west,2.7,6,4.3
2012.02.08,12:28:58 AM,38.63,44.16,south_west,2.7,5,4.1
2012.11.10,12:00:31 AM,38.67,43.16,south_west,2.7,5,3.8
2012.12.10,12:48:30 AM,37.84,27.34,south_west,2.7,3,3.8
2013.04.09,12:18:08 AM,37.09,28.47,south_west,2.7,5,3.7
2014.01.10,12:20:46 AM,37.31,36.2,south_west,2.7,5,4
2014.10.23,12:29:10 AM,40.41,30.12,south_west,2.7,7.4,3.8
1951.02.02,12:59:23 AM,36.83,30.54,south_east,2.7,120,0
1968.11.12,12:28:33 AM,37.6,28.5,south_east,2.7,5,0
1970.06.23,12:59:02 AM,37.1,29.8,south_east,2.7,5,0
1974.02.15,12:16:08 AM,40.5,29.5,south_east,2.7,5,0
1975.09.06,12:13:10 AM,38.55,40.58,south_east,2.7,47,0
1975.11.15,12:45:17 AM,38.49,40.63,south_east,2.7,50,0
1976.03.09,12:30:13 AM,37.1,29.8,south_east,2.7,0,0
1976.12.03,12:54:39 AM,38.7,27.3,south_east,2.7,1,3.3
1977.03.23,12:55:54 AM,39.63,28.65,south_east,2.7,23,4.5
1977.04.05,12:43:14 AM,37.3,29.3,south_east,2.7,10,4.3
1978.01.11,12:57:46 AM,37.48,28.86,south_east,2.7,5,4.4
1978.09.21,12:08:49 AM,38.06,38.85,south_east,2.7,31,0
1990.11.18,12:40:01 AM,39.55,28.84,south_east,2.7,9,0
1991.01.03,12:31:50 AM,36.91,28.21,south_east,2.7,10,3.8
1992.06.13,12:08:19 AM,38.27,36.4,south_east,2.7,33,0
1994.09.05,12:25:51 AM,39.1,27.84,south_east,2.7,7,0
1994.12.15,12:17:27 AM,38.87,39.63,south_east,2.7,0,0
1996.07.19,12:54:36 AM,36.2,36,south_east,2.7,3,0
1998.07.13,12:28:00 AM,37.04,35.59,south_east,2.7,12,0
1999.02.23,12:40:36 AM,36.83,30.54,south_east,2.7,5,0
1999.04.16,12:12:56 AM,40.5,33.08,south_east,2.7,11,0
2000.09.09,12:18:48 AM,39.37,27.68,south_east,2.7,5,0
2003.05.02,12:01:55 AM,39.02,40.4,south_east,2.7,6,0
2003.06.13,12:38:00 AM,39.28,28.2,south_east,2.7,9,3.7
2005.03.14,12:19:32 AM,39.38,40.82,south_east,2.7,9.2,0
2009.03.22,12:31:52 AM,38.34,38.94,south_east,2.7,5,3.5
2010.03.24,12:11:30 AM,38.78,40.11,south_east,2.7,5,5.1
2011.05.20,12:58:32 AM,39.1,29.09,south_east,2.7,5,4.5
2011.10.08,12:25:19 AM,39.36,40.69,south_east,2.7,5,4
2011.10.25,12:31:15 AM,38.73,43.64,south_east,2.7,5,3.6
2011.10.25,12:03:53 AM,38.66,43.21,south_east,2.7,5.8,3.9
2012.06.16,12:22:58 AM,37.25,42.44,south_east,2.7,2.5,3.9
2013.09.18,12:10:05 AM,37.38,36.2,south_east,2.7,6.4,3.9
2014.06.23,12:20:05 AM,40.03,36.44,south_east,2.7,4.5,3.6
2017.04.08,12:30:58 AM,38.72,43.46,south_east,2.7,1.6,4.1
2017.05.26,12:27:24 AM,36.88,29.03,south_east,2.7,1.3,3.7
1959.04.02,12:34:29 AM,40.5,29.41,south,2.7,20,4.6
1978.07.29,12:59:27 AM,37.48,30.25,south,2.7,0,0
1982.06.29,12:02:03 AM,37.1,27.8,south,2.7,0,0
1983.01.27,12:01:11 AM,40.27,28.98,south,2.7,10,0
1984.02.06,12:37:55 AM,37.29,28.56,south,2.7,8,0
1988.01.14,12:56:21 AM,38.76,30.86,south,2.7,10,0
1990.08.05,12:31:50 AM,40.23,33.88,south,2.7,17,0
1998.02.01,12:49:18 AM,38.88,27.11,south,2.7,28,0
1998.11.22,12:58:05 AM,37.64,38.21,south,2.7,11,0
2010.03.08,12:11:21 AM,38.76,40.06,south,2.7,2,4.3
2011.10.26,12:59:57 AM,38.82,43.53,south,2.7,5,4.5
2011.10.26,12:38:24 AM,38.87,43.6,south,2.7,5,3.5
2011.11.04,12:28:56 AM,38.82,43.5,south,2.7,6,3.7
2012.06.14,12:17:44 AM,38.06,42.55,south,2.7,5.8,4.2
2015.12.02,12:52:44 AM,39.15,28.15,south,2.7,15.9,3.9
2016.12.13,12:32:00 AM,38.46,43.84,south,2.7,5,3.6
1919.01.08,12:12:53 AM,40.9,42.2,north_west,2.7,40,5.1
1936.02.02,12:08:26 AM,37.69,38.82,north_west,2.7,160,4.9
1949.08.17,12:44:20 AM,39.57,40.62,north_west,2.7,40,6.3
1950.05.03,12:13:48 AM,38.67,27.06,north_west,2.7,40,4.9
1953.03.24,12:17:36 AM,37.02,37,north_west,2.7,10,4.9
1979.06.14,12:00:59 AM,38.69,26.74,north_west,2.7,24,4.3
1980.04.30,12:28:35 AM,39.58,40.15,north_west,2.7,33,0
1980.07.13,12:26:29 AM,36.8,31.7,north_west,2.7,0,0
1980.09.13,12:17:47 AM,37.61,29.63,north_west,2.7,10,0
1981.07.22,12:02:46 AM,40.27,28.9,north_west,2.7,2,4.5
1983.03.24,12:55:57 AM,37.11,29.35,north_west,2.7,10,0
1984.01.22,12:19:39 AM,38.18,30.9,north_west,2.7,10,0
1984.04.07,12:49:29 AM,39.54,28.79,north_west,2.7,3,0
1984.09.03,12:27:37 AM,37.06,28.9,north_west,2.7,5,0
1986.06.09,12:59:38 AM,37.98,36.9,north_west,2.7,10,0
1987.12.16,12:34:39 AM,37.91,30.99,north_west,2.7,10,0
1996.03.11,12:27:17 AM,37.18,36.79,north_west,2.7,11,0
1996.07.29,12:04:27 AM,40.85,36.24,north_west,2.7,5,0
1997.01.22,12:12:57 AM,36.26,35.95,north_west,2.7,6,0
1999.08.26,12:35:57 AM,38.12,30.58,north_west,2.7,9,0
1999.11.07,12:06:11 AM,40.68,29.97,north_west,2.7,8,0
2000.01.13,12:53:37 AM,40.68,29.97,north_west,2.7,9,0
2001.01.19,12:38:37 AM,39.14,27.83,north_west,2.7,12,0
2003.02.03,12:42:10 AM,37.25,27.81,north_west,2.7,3,0
2007.02.23,12:13:14 AM,38.36,39.24,north_west,2.7,4.7,0
2007.07.01,12:02:10 AM,37.45,35.69,north_west,2.7,17.7,3.5
2008.04.10,12:14:57 AM,37.1,27.56,north_west,2.7,2.8,3.5
2008.06.24,12:44:39 AM,39.86,39.48,north_west,2.7,5,3.8
2008.08.19,12:50:04 AM,37.67,43.9,north_west,2.7,5,4
2010.03.08,12:07:12 AM,40.45,29.13,north_west,2.7,2.8,3.5
2011.10.30,12:29:10 AM,38.74,43.29,north_west,2.7,2.5,3.8
2011.11.06,12:34:22 AM,38.81,43.48,north_west,2.7,6,4.3
2012.07.07,12:07:45 AM,40.82,30.41,north_west,2.7,6.6,4
2012.11.18,12:44:20 AM,39.51,39.89,north_west,2.7,5,4
2014.01.13,12:51:27 AM,39.78,26.13,north_west,2.7,7.8,4.2
2015.08.24,12:09:15 AM,37,30.64,north_west,2.7,97.5,3.9
2017.03.24,12:19:06 AM,39.55,26.1,north_west,2.7,11.7,4.3
2017.04.02,12:34:00 AM,38.19,31.07,north_west,2.7,5,3.3
1939.07.24,12:05:01 AM,37.2,28.3,north_east,2.7,15,4.8
1941.06.07,12:52:01 AM,37.2,28.3,north_east,2.7,5,0
1945.12.21,12:35:00 AM,37.9,29,north_east,2.7,4,4.7
1960.07.26,12:36:23 AM,40.56,37.25,north_east,2.7,40,4.6
1969.03.26,12:00:11 AM,39.3,28.1,north_east,2.7,52,4.2
1969.05.06,12:36:02 AM,39.3,28.1,north_east,2.7,5,0
1970.03.31,12:40:44 AM,39.11,29.77,north_east,2.7,9,4.3
1970.05.14,12:34:07 AM,38.84,30,north_east,2.7,35,4.1
1970.10.16,12:13:01 AM,39.3,28.1,north_east,2.7,5,0
1974.06.28,12:54:08 AM,39.3,28.1,north_east,2.7,21,0
1977.12.16,12:37:29 AM,38.41,27.19,north_east,2.7,24,5.3
1978.02.15,12:17:39 AM,39.67,39.88,north_east,2.7,48,0
1980.11.27,12:00:21 AM,37.52,29.56,north_east,2.7,1,0
1981.02.03,12:11:23 AM,37.44,30.7,north_east,2.7,13,0
1981.03.24,12:37:22 AM,37.51,27.58,north_east,2.7,0,3.9
1985.12.07,12:10:19 AM,37,28.6,north_east,2.7,0,0
1989.06.04,12:25:44 AM,36.97,28.95,north_east,2.7,10,0
1990.02.05,12:18:12 AM,37.2,28.3,north_east,2.7,14,0
1990.08.19,12:28:21 AM,36.34,29.41,north_east,2.7,10,0
1992.11.06,12:19:56 AM,38.28,27.11,north_east,2.7,18,0
1993.05.02,12:26:40 AM,37.16,28.3,north_east,2.7,13,0
1993.10.05,12:35:39 AM,36.64,29.79,north_east,2.7,37,0
1995.12.18,12:56:16 AM,39.65,40.35,north_east,2.7,0,0
1996.03.29,12:58:52 AM,37.76,36.34,north_east,2.7,0,0
1997.10.21,12:49:34 AM,40.7,30.42,north_east,2.7,11,0
2000.03.31,12:24:51 AM,39.49,43,north_east,2.7,0,0
2003.03.15,12:26:56 AM,37.25,36.29,north_east,2.7,8,0
2004.08.03,12:33:41 AM,37.33,27.87,north_east,2.7,13,0
2005.10.02,12:40:54 AM,38.75,27.91,north_east,2.7,11.1,0
2009.08.12,12:23:27 AM,38.25,38.77,north_east,2.7,5,3.6
2009.09.24,12:01:41 AM,37.91,32.51,north_east,2.7,5.6,0
2011.02.22,12:16:06 AM,38.99,42.33,north_east,2.7,5,4.3
2011.10.23,12:54:24 AM,38.76,43.46,north_east,2.7,5,3.9
2011.10.25,12:41:28 AM,38.75,43.48,north_east,2.7,4.9,3.6
2014.08.11,12:22:44 AM,39.48,36.68,north_east,2.7,5,3.9
2016.04.07,12:11:15 AM,37.94,35.08,north_east,2.7,5,4.1
2016.09.02,12:24:57 AM,40.71,30.13,north_east,2.7,9,3.7
2017.05.28,12:06:24 AM,38.76,27.85,north_east,2.7,8.1,3.7
1956.02.23,12:04:37 AM,39.76,30.17,north,2.7,60,5.1
1970.05.19,12:51:06 AM,39,29.6,north,2.7,5,0
1973.08.30,12:36:25 AM,37.96,42.75,north,2.7,45,4.7
1974.03.08,12:48:19 AM,38.76,44.13,north,2.7,55,4.1
1978.04.27,12:14:13 AM,38.74,31.6,north,2.7,10,0
1978.06.16,12:10:15 AM,39.29,29.07,north,2.7,1,0
1989.04.29,12:44:46 AM,37.1,27.85,north,2.7,10,0
1995.12.10,12:57:30 AM,39.8,40.24,north,2.7,0,0
1997.01.04,12:43:04 AM,39.15,26.97,north,2.7,9,0
1998.04.13,12:56:28 AM,40.03,42.09,north,2.7,22,0
1998.10.18,12:37:44 AM,37.29,36.25,north,2.7,12,0
2001.03.22,12:02:22 AM,40.68,32.95,north,2.7,5,0
2002.11.02,12:30:37 AM,38.86,42.6,north,2.7,10,0
2003.06.22,12:46:21 AM,39.02,28.03,north,2.7,11,4.6
1967.02.11,12:19:01 AM,39,41,east,2.7,5,0
1967.06.30,12:24:03 AM,37.79,30.54,east,2.7,28,4.3
1969.01.08,12:04:52 AM,37.8,31.1,east,2.7,33,4.3
1971.05.14,12:18:24 AM,37.65,29.96,east,2.7,31,4.6
1971.06.01,12:08:01 AM,37.65,29.96,east,2.7,18,0
1976.06.04,12:24:25 AM,37.45,27.91,east,2.7,0,0
1978.02.28,12:40:04 AM,36.7,27.6,east,2.7,10,4.1
1987.05.05,12:24:21 AM,41.41,26.68,east,2.7,12,0
1989.03.21,12:39:28 AM,38.89,29.17,east,2.7,5,0
1992.06.30,12:22:01 AM,38.02,30.36,east,2.7,0,0
2000.12.31,12:09:55 AM,38.19,38.72,east,2.7,6,0
2006.12.19,12:15:37 AM,40.4,28.31,east,2.7,11,4.3
2007.02.09,12:22:56 AM,38.4,39.05,east,2.7,3,5.4
2013.07.04,12:01:43 AM,39.39,32.21,east,2.7,5.5,3.5
2017.02.07,12:00:54 AM,39.53,26.15,east,2.7,11.4,4.1
1979.01.11,12:57:29 AM,39.31,29.15,west,2.8,10,0
1990.01.26,12:12:39 AM,39.03,27.01,west,2.8,2,0
1993.05.14,12:59:44 AM,36.51,30.02,west,2.8,10,0
1999.01.23,12:42:11 AM,38.44,43.99,west,2.8,0,0
2004.07.08,12:41:02 AM,39.67,44.02,west,2.8,1,0
2006.01.04,12:46:51 AM,39.44,33.15,west,2.8,5,0
2006.08.08,12:10:05 AM,38.75,27.92,west,2.8,14.9,3.6
2007.04.24,12:59:44 AM,40.03,39.73,west,2.8,9.9,3.6
2008.10.01,12:52:41 AM,37.01,29.11,west,2.8,5,0
2010.05.22,12:30:33 AM,39.31,41.13,west,2.8,5,4.1
1929.05.16,12:22:51 AM,37.24,35.3,south_west,2.8,10,0
1955.11.10,12:42:01 AM,37.4,27.2,south_west,2.8,30,4.6
1964.11.16,12:27:29 AM,39.52,40.32,south_west,2.8,16,4.9
1968.05.06,12:41:02 AM,38.3,26.9,south_west,2.8,5,0
1970.03.29,12:37:12 AM,39.01,30.4,south_west,2.8,33,0
1970.03.29,12:27:12 AM,39.01,30.4,south_west,2.8,33,4.5
1970.12.30,12:36:05 AM,37.4,27.2,south_west,2.8,5,0
1971.04.30,12:44:04 AM,39.19,28.52,south_west,2.8,5,4.3
1973.10.21,12:50:31 AM,40.7,32.41,south_west,2.8,5,4.1
1976.08.10,12:31:14 AM,39.8,28.9,south_west,2.8,0,0
1978.12.21,12:59:03 AM,37.54,30.05,south_west,2.8,0,0
1984.03.22,12:25:56 AM,37.88,28.61,south_west,2.8,33,0
1984.05.18,12:34:11 AM,40.12,29.26,south_west,2.8,2,0
1985.06.09,12:22:07 AM,37.85,29.16,south_west,2.8,10,0
1985.10.15,12:58:17 AM,39.1,29.47,south_west,2.8,11,0
1989.05.11,12:32:26 AM,37.05,27.87,south_west,2.8,10,3.7
1989.10.14,12:07:39 AM,38.01,28.8,south_west,2.8,10,0
1989.11.11,12:56:30 AM,39.85,30.25,south_west,2.8,12,0
1990.02.10,12:48:01 AM,39.57,27.9,south_west,2.8,10,0
1995.09.27,12:15:54 AM,38.11,30.02,south_west,2.8,10,0
1998.01.25,12:55:02 AM,37.82,38.8,south_west,2.8,5,0
1998.10.08,12:48:09 AM,38.78,40.22,south_west,2.8,7,0
1999.07.12,12:21:39 AM,39.24,40.21,south_west,2.8,5,0
2000.06.16,12:25:47 AM,40.58,33.02,south_west,2.8,9,0
2001.02.18,12:07:14 AM,38.26,39.28,south_west,2.8,10,0
2002.05.13,12:42:50 AM,38.67,31.22,south_west,2.8,5,0
2003.03.20,12:25:35 AM,39.97,28.74,south_west,2.8,12,0
2005.08.13,12:23:07 AM,39.33,41.05,south_west,2.8,3.5,0
2009.07.02,12:40:27 AM,39.02,41.89,south_west,2.8,3.7,0
2011.09.07,12:30:19 AM,37.37,36.32,south_west,2.8,8.1,4
2011.12.06,12:56:00 AM,38.85,43.62,south_west,2.8,2.5,4.5
2012.02.25,12:04:42 AM,38.82,43.49,south_west,2.8,3.7,3.5
2012.12.09,12:59:06 AM,39.15,33.16,south_west,2.8,2.5,3.5
2017.05.28,12:52:56 AM,38.74,27.79,south_west,2.8,10.9,4.7
1951.08.13,12:33:34 AM,40.88,32.87,south_east,2.8,10,6.4
1954.10.24,12:44:36 AM,40,40,south_east,2.8,30,4.6
1967.08.14,12:09:25 AM,40.74,30.37,south_east,2.8,25,4.7
1970.03.30,12:42:31 AM,39.03,29.9,south_east,2.8,35,4.4
1970.05.28,12:52:18 AM,38.95,30.03,south_east,2.8,34,4.4
1971.02.26,12:54:43 AM,37.49,29.83,south_east,2.8,34,4.4
1971.05.19,12:02:04 AM,37.63,29.83,south_east,2.8,5,0
1971.05.30,12:50:11 AM,37.55,29.78,south_east,2.8,24,4.7
1973.03.21,12:16:24 AM,37.15,30.21,south_east,2.8,32,4.2
1974.03.31,12:40:25 AM,39.01,27.95,south_east,2.8,5,0
1976.09.08,12:13:50 AM,37.5,29.11,south_east,2.8,0,0
1978.04.03,12:13:13 AM,36.9,28.8,south_east,2.8,10,0
1987.04.17,12:19:14 AM,37.6,27.58,south_east,2.8,10,0
1989.07.22,12:40:57 AM,37.39,29.17,south_east,2.8,3,0
1991.11.06,12:29:26 AM,37.04,29.44,south_east,2.8,18,0
1992.08.06,12:58:43 AM,38.45,28.33,south_east,2.8,5,0
1995.10.05,12:59:29 AM,38.09,30.15,south_east,2.8,0,0
1995.10.07,12:39:54 AM,38.09,30.15,south_east,2.8,1,0
1996.04.29,12:42:12 AM,37.22,27.62,south_east,2.8,4,0
1997.05.28,12:50:45 AM,39.89,27.06,south_east,2.8,9,0
1997.06.22,12:59:37 AM,38.09,30.15,south_east,2.8,9,0
1999.12.19,12:08:22 AM,37.62,42.47,south_east,2.8,6,0
2000.05.14,12:16:03 AM,41.24,34.25,south_east,2.8,11,0
2000.07.17,12:47:26 AM,40.75,32.96,south_east,2.8,9,0
2001.04.18,12:06:03 AM,40.9,31.41,south_east,2.8,8,0
2002.02.03,12:15:42 AM,38.69,30.81,south_east,2.8,10,0
2004.07.30,12:36:34 AM,39.7,44.04,south_east,2.8,10,0
2005.01.25,12:23:00 AM,37.75,44.1,south_east,2.8,19.8,0
2005.04.07,12:06:28 AM,38.71,34.32,south_east,2.8,5,0
2007.03.11,12:49:04 AM,37.42,43.91,south_east,2.8,5,3.6
2008.01.22,12:26:56 AM,37.67,37.39,south_east,2.8,5,0
2009.03.12,12:15:34 AM,39.36,32.48,south_east,2.8,5,0
2009.07.12,12:32:56 AM,37.95,29.39,south_east,2.8,5,4
2010.05.31,12:40:28 AM,41.44,42.72,south_east,2.8,4.5,0
2011.02.13,12:05:02 AM,39.21,41.48,south_east,2.8,5.4,3.6
2011.10.25,12:55:25 AM,38.59,43.64,south_east,2.8,5,4
2011.10.27,12:12:50 AM,38.67,43.27,south_east,2.8,8.3,3.7
2011.11.20,12:20:32 AM,38.86,43.68,south_east,2.8,2,4.1
2013.01.07,12:40:45 AM,38.73,27.52,south_east,2.8,11,3.9
2016.12.15,12:43:58 AM,37.08,28.65,south_east,2.8,7.3,4.2
2017.05.12,12:53:57 AM,40.73,38.54,south_east,2.8,5.6,3.5
2017.07.08,12:27:56 AM,38.99,27.73,south_east,2.8,13.8,3.5
1969.05.06,12:34:40 AM,39.17,28.4,south,2.8,38,0
1979.02.08,12:29:09 AM,37.33,29.56,south,2.8,0,0
1979.09.14,12:26:48 AM,36.99,30.29,south,2.8,32,0
1980.05.06,12:11:24 AM,39.16,28.92,south,2.8,0,0
1981.07.04,12:56:34 AM,40.79,29.58,south,2.8,0,0
1985.11.07,12:26:22 AM,40.37,42.29,south,2.8,31,0
1998.06.29,12:03:34 AM,37.03,35.69,south,2.8,6,0
1999.08.21,12:01:26 AM,40.72,29.96,south,2.8,8,0
2003.05.05,12:12:31 AM,38.97,40.41,south,2.8,2,0
2007.02.23,12:12:00 AM,38.4,39.28,south,2.8,5,3.9
2012.03.21,12:42:08 AM,38.4,38.37,south,2.8,3.1,3.6
1942.12.20,12:03:08 AM,40.87,36.47,north_west,2.8,10,6.5
1943.09.08,12:35:00 AM,40.7,30.4,north_west,2.8,5,4.2
1958.11.06,12:14:04 AM,37,31.35,north_west,2.8,40,4.8
1966.08.20,12:45:25 AM,38.82,41.49,north_west,2.8,47,4.9
1970.03.31,12:46:51 AM,39.03,29.79,north_west,2.8,35,4.8
1970.04.22,12:29:01 AM,39.6,28.6,north_west,2.8,5,0
1971.05.12,12:13:05 AM,37.56,29.86,north_west,2.8,8,4.9
1973.08.29,12:00:28 AM,37.3,33.1,north_west,2.8,5,0
1976.12.30,12:37:30 AM,37.9,30.3,north_west,2.8,0,0
1980.05.19,12:50:33 AM,37.57,35.92,north_west,2.8,50,0
1980.11.10,12:08:45 AM,38.76,30.91,north_west,2.8,0,0
1983.01.13,12:12:50 AM,36.77,27.61,north_west,2.8,62,4.2
1983.10.20,12:32:23 AM,40.19,29.3,north_west,2.8,0,0
1987.11.07,12:30:01 AM,37.66,37.57,north_west,2.8,10,0
1989.04.22,12:50:01 AM,39.28,29.04,north_west,2.8,10,0
1989.05.04,12:31:15 AM,37.1,27.86,north_west,2.8,10,0
1991.11.07,12:03:23 AM,37.07,29.39,north_west,2.8,16,0
1996.04.08,12:20:42 AM,38.39,39.14,north_west,2.8,7,0
1998.12.15,12:55:35 AM,39.02,36.07,north_west,2.8,0,0
1999.04.08,12:12:55 AM,40.19,27.34,north_west,2.8,9,0
1999.08.17,12:35:22 AM,40.38,28.71,north_west,2.8,7,0
1999.10.23,12:00:20 AM,39.25,27.7,north_west,2.8,10,0
1999.10.29,12:03:11 AM,38.07,31.95,north_west,2.8,1,0
2000.02.07,12:20:46 AM,40.04,34.12,north_west,2.8,0,0
2000.06.06,12:10:04 AM,40.57,33.12,north_west,2.8,1,0
2003.02.05,12:19:05 AM,39.51,39.8,north_west,2.8,10,0
2004.03.27,12:43:50 AM,39.9,40.76,north_west,2.8,10,0
2005.03.14,12:58:04 AM,39.41,40.78,north_west,2.8,5,4.5
2005.08.11,12:27:06 AM,39.67,41.02,north_west,2.8,8.9,0
2006.01.27,12:25:53 AM,39.1,40.36,north_west,2.8,5,3.5
2006.06.05,12:38:43 AM,37.92,28.67,north_west,2.8,9.2,4.1
2007.01.31,12:46:09 AM,39.66,37.35,north_west,2.8,3.8,0
2008.06.16,12:49:24 AM,39.56,28.61,north_west,2.8,9,0
2008.09.24,12:16:19 AM,36.81,28.12,north_west,2.8,80.7,3.6
2009.01.20,12:15:43 AM,39.19,29.46,north_west,2.8,5.5,3.7
2010.03.18,12:45:41 AM,37.56,35.59,north_west,2.8,5,3.5
2011.10.23,12:32:57 AM,38.72,43.25,north_west,2.8,5.8,3.7
2011.10.26,12:54:54 AM,38.72,43.35,north_west,2.8,5,3.7
2011.10.29,12:18:09 AM,38.75,43.29,north_west,2.8,11.7,3.8
2011.11.05,12:24:35 AM,37.85,43.35,north_west,2.8,14,3.7
2012.05.01,12:33:18 AM,37.23,30.26,north_west,2.8,5,3.7
2013.11.30,12:21:34 AM,38.47,39.37,north_west,2.8,6.1,4
1953.03.18,12:18:10 AM,39.96,27.59,north_east,2.8,30,5.3
1967.07.23,12:25:37 AM,40.7,30.57,north_east,2.8,33,4
1969.01.10,12:23:13 AM,39.8,40.2,north_east,2.8,56,4.4
1971.05.13,12:23:41 AM,37.59,29.84,north_east,2.8,5,0
1973.02.08,12:33:14 AM,39.25,28.73,north_east,2.8,38,4.2
1978.08.16,12:51:45 AM,40.81,30.33,north_east,2.8,10,0
1979.06.18,12:16:42 AM,38.68,26.48,north_east,2.8,0,0
1980.02.15,12:42:57 AM,37.91,38.19,north_east,2.8,29,0
1981.05.14,12:37:13 AM,39.23,33.21,north_east,2.8,10,0
1981.11.13,12:10:10 AM,37.12,30.13,north_east,2.8,10,0
1983.07.27,12:59:01 AM,38.33,26.61,north_east,2.8,14,3.7
1986.08.19,12:03:54 AM,39.04,28.79,north_east,2.8,10,4.2
1987.10.28,12:09:35 AM,37.87,30.27,north_east,2.8,12,0
1988.05.17,12:40:46 AM,40.7,42.1,north_east,2.8,10,0
1989.04.13,12:39:29 AM,39.56,29.21,north_east,2.8,10,0
1990.02.26,12:00:45 AM,37.17,30.21,north_east,2.8,111,0
1990.03.17,12:21:15 AM,37.12,29.1,north_east,2.8,8,3.7
1991.06.20,12:13:34 AM,36.73,29.09,north_east,2.8,13,0
