carat,cut,clarity,price
0.34,Ideal,VVS2,775
0.34,Ideal,VVS2,775
0.34,Very Good,VVS2,775
0.34,Very Good,VVS2,775
0.3,Good,VVS1,775
0.34,Ideal,VVS2,775
0.34,Very Good,VVS2,775
0.34,Ideal,VVS1,775
0.41,Premium,VVS1,775
0.41,Ideal,VVS1,775
0.41,Very Good,VVS1,775
0.41,Ideal,VVS1,775
0.34,Premium,VVS1,775
0.34,Premium,VVS1,775
0.36,Ideal,VVS2,776
0.36,Ideal,VVS2,776
0.36,Ideal,VS2,776
0.3,Ideal,VS2,776
0.3,Good,VS1,776
0.3,Premium,VS1,776
0.3,Ideal,VS2,776
0.3,Ideal,VVS2,776
0.3,Ideal,VVS2,776
0.3,Ideal,VVS2,776
0.3,Ideal,VVS2,776
0.3,Ideal,VVS2,776
0.3,Ideal,VVS2,776
0.3,Premium,VVS2,776
0.3,Ideal,VVS2,776
0.3,Ideal,VVS2,776
0.3,Premium,VVS2,776
0.3,Premium,VVS2,776
0.3,Premium,VVS2,776
0.3,Premium,VVS2,776
0.3,Ideal,VVS2,776
0.3,Premium,VVS2,776
0.3,Good,VVS2,776
0.3,Premium,VVS2,776
0.3,Premium,VVS2,776
0.3,Premium,VVS2,776
0.3,Ideal,VVS2,776
0.3,Very Good,VVS2,776
0.3,Good,VVS2,776
0.3,Ideal,VVS2,776
0.3,Very Good,VVS2,776
0.3,Ideal,VVS2,776
0.3,Very Good,VVS2,776
0.3,Ideal,VVS2,776
0.3,Premium,VVS2,776
0.3,Good,VVS2,776
0.3,Premium,VS1,776
0.3,Ideal,VS1,776
0.3,Premium,VS1,776
0.3,Premium,VS1,776
0.3,Premium,VS1,776
0.3,Premium,VS1,776
0.3,Ideal,VS1,776
0.3,Ideal,VS1,776
0.3,Ideal,VS1,776
0.3,Ideal,VS1,776
0.3,Ideal,VS1,776
0.3,Premium,VS1,776
0.3,Premium,VS1,776
0.3,Premium,VS1,776
0.3,Ideal,VS1,776
0.3,Premium,VS1,776
0.3,Premium,VS1,776
0.3,Ideal,VS1,776
0.3,Premium,VS1,776
0.3,Good,VS1,776
0.3,Premium,VS1,776
0.3,Ideal,VS1,776
0.3,Premium,VS1,776
0.3,Ideal,VS1,776
0.3,Premium,VS1,776
0.3,Premium,VS1,776
0.3,Ideal,VS1,776
0.3,Ideal,VS1,776
0.3,Ideal,VS1,776
0.3,Premium,VS1,776
0.3,Good,VS1,776
0.3,Very Good,VS1,776
0.3,Premium,VS1,776
0.3,Premium,VS1,776
0.3,Premium,VS1,776
0.3,Very Good,VS1,776
0.3,Good,VS1,776
0.3,Ideal,VS1,776
0.3,Very Good,VS1,776
0.3,Very Good,VS1,776
0.3,Premium,VS1,776
0.3,Premium,VS1,776
0.3,Ideal,VS1,776
0.3,Very Good,VS1,776
0.3,Good,VS1,776
0.3,Premium,VS1,776
0.3,Premium,VS1,776
0.3,Ideal,VS2,776
0.3,Ideal,VS2,776
0.3,Ideal,VS2,776
0.3,Premium,VS2,776
0.3,Ideal,VS2,776
0.3,Ideal,VS2,776
0.3,Premium,VS2,776
0.3,Ideal,VS2,776
0.3,Ideal,VS2,776
0.3,Ideal,VS2,776
0.3,Premium,VS2,776
0.3,Ideal,VS2,776
0.3,Ideal,VS2,776
0.3,Ideal,VS2,776
0.3,Ideal,VS2,776
0.3,Premium,VS2,776
0.3,Ideal,VS2,776
0.3,Premium,VS2,776
0.3,Ideal,VS2,776
0.3,Premium,VS2,776
0.3,Ideal,VS2,776
0.28,Very Good,VS1,452
0.3,Premium,SI2,452
0.31,Ideal,VS2,452
0.31,Ideal,VS2,452
0.31,Ideal,VS2,452
0.31,Ideal,VS2,452
0.31,Ideal,VS2,452
0.31,Ideal,VS2,452
0.31,Ideal,VS2,452
0.31,Ideal,VS2,452
0.25,Ideal,SI1,452
0.23,Good,VVS2,452
0.43,Premium,I1,452
0.26,Very Good,VS2,452
0.26,Ideal,VS1,452
0.26,Very Good,VS2,452
0.26,Ideal,VS1,452
0.26,Premium,VS1,452
0.26,Premium,VS1,452
0.26,Ideal,VS1,452
0.26,Ideal,VS1,452
0.26,Premium,VS1,452
0.3,Very Good,VS2,453
0.26,Very Good,VS2,453
0.26,Very Good,VS2,453
0.26,Very Good,VS2,453
0.26,Very Good,VS2,453
0.26,Very Good,VS2,453
0.26,Very Good,VS2,453
0.26,Very Good,VS1,453
0.3,Premium,VS2,776
0.3,Premium,VS2,776
0.3,Ideal,VS2,776
0.3,Ideal,VS2,776
0.3,Ideal,VS2,776
0.3,Premium,VS2,776
0.3,Premium,VS2,776
0.3,Ideal,VS2,776
0.3,Ideal,VS2,776
0.3,Ideal,VS2,776
0.3,Premium,VS2,776
0.3,Premium,VS2,776
0.3,Premium,VS2,776
0.3,Premium,VS2,776
0.3,Premium,VS2,776
0.3,Fair,VS2,776
0.3,Ideal,VS1,776
0.3,Premium,VS1,776
0.3,Ideal,VS1,776
0.3,Ideal,VVS1,776
0.28,Very Good,VVS2,777
0.42,Very Good,VS1,777
0.26,Ideal,VVS2,777
0.35,Ideal,VS2,777
0.42,Ideal,SI1,777
0.41,Ideal,IF,777
0.44,Good,SI1,777
0.37,Ideal,SI1,777
0.31,Ideal,VVS2,777
0.31,Very Good,VVS1,777
0.31,Ideal,VVS2,777
0.31,Ideal,VVS2,777
0.3,Ideal,VS2,778
0.3,Ideal,VS2,778
0.3,Ideal,VS2,778
0.38,Premium,VVS2,778
0.42,Premium,SI2,778
0.32,Very Good,VVS2,778
0.32,Very Good,VVS2,778
0.31,Very Good,VVS1,778
0.33,Very Good,VS2,778
0.41,Very Good,SI1,778
0.31,Very Good,IF,778
0.31,Ideal,VVS2,778
0.31,Ideal,VVS1,778
0.31,Ideal,VVS1,778
0.43,Ideal,VS2,778
0.38,Ideal,VS2,778
0.35,Ideal,IF,778
0.38,Premium,VS1,778
0.39,Premium,SI2,778
0.3,Ideal,VS1,778
0.44,Premium,SI1,778
0.31,Very Good,VVS1,779
0.32,Ideal,VVS2,779
0.32,Ideal,VVS2,779
0.32,Ideal,VVS2,779
0.3,Ideal,VVS2,779
0.3,Ideal,VVS2,779
0.3,Ideal,VVS2,779
0.32,Ideal,VVS2,779
0.31,Ideal,VVS2,779
0.32,Ideal,VVS1,779
0.32,Ideal,VVS1,779
0.31,Ideal,VVS1,779
0.31,Good,VS1,779
0.37,Very Good,VVS2,779
0.41,Very Good,VS2,779
0.36,Very Good,VS2,780
0.43,Ideal,VS2,780
0.34,Ideal,VS1,780
0.32,Ideal,VS1,780
0.35,Ideal,SI1,780
0.35,Ideal,SI1,780
0.3,Good,IF,780
0.28,Premium,VVS2,780
0.28,Ideal,VVS1,780
0.33,Premium,VVS1,780
0.33,Premium,VVS1,780
0.33,Premium,VVS1,780
0.33,Premium,SI1,780
0.33,Premium,SI1,780
0.33,Ideal,SI1,780
0.33,Ideal,SI1,780
0.33,Premium,SI1,780
0.33,Ideal,SI1,780
0.33,Ideal,SI1,780
0.33,Premium,SI1,780
0.33,Ideal,SI1,780
0.33,Ideal,SI1,780
0.33,Premium,SI1,780
0.32,Ideal,VS2,780
0.32,Good,VS2,780
0.36,Very Good,VS1,781
0.32,Ideal,VS2,781
0.32,Ideal,VS2,781
0.33,Ideal,VS2,781
0.33,Ideal,VS2,781
0.33,Ideal,VS2,781
0.33,Premium,VS2,781
0.33,Very Good,VS2,781
0.33,Very Good,VS1,781
0.33,Ideal,VS2,781
0.33,Ideal,VS1,781
0.33,Ideal,VS2,781
0.33,Ideal,VS2,781
0.33,Premium,VS1,781
0.33,Ideal,VS2,781
0.33,Ideal,VS2,781
0.33,Ideal,VS2,781
0.33,Premium,VS1,781
0.33,Ideal,VS2,781
0.33,Ideal,VS1,781
0.33,Ideal,VS2,781
0.33,Ideal,VS1,781
0.33,Premium,VS1,781
0.33,Ideal,VS2,781
0.33,Ideal,VS1,781
0.33,Ideal,VS2,781
0.33,Ideal,VS1,781
0.33,Ideal,VS2,781
0.33,Ideal,VS2,781
0.33,Ideal,VS2,781
0.33,Premium,VS2,781
0.33,Ideal,VS2,781
0.36,Ideal,VS1,781
0.4,Very Good,VVS2,782
0.35,Ideal,VS1,782
0.36,Ideal,VS1,782
0.47,Ideal,SI2,782
0.47,Ideal,SI2,782
0.3,Very Good,VVS1,783
0.36,Ideal,VVS1,783
0.25,Ideal,VVS1,783
0.43,Ideal,SI1,783
0.32,Ideal,IF,783
0.4,Good,VS1,783
0.39,Very Good,VVS2,784
0.37,Very Good,VS1,784
0.34,Very Good,VS1,784
0.42,Very Good,SI1,784
0.34,Ideal,VVS2,784
0.47,Ideal,SI2,784
0.47,Ideal,SI2,784
0.4,Good,VS2,784
0.41,Good,VS2,784
0.41,Premium,VS2,784
0.41,Very Good,VS2,784
0.41,Good,SI1,784
0.41,Very Good,SI2,784
0.41,Good,SI2,784
0.41,Premium,SI2,784
0.41,Premium,SI2,784
0.41,Ideal,VVS1,785
0.44,Very Good,SI1,786
0.3,Ideal,VVS2,786
0.36,Ideal,VS2,786
0.31,Ideal,IF,786
0.31,Premium,VVS1,786
0.31,Good,VVS1,786
0.32,Ideal,VVS2,786
0.4,Good,VS2,786
0.32,Ideal,VVS1,786
0.32,Ideal,VVS2,786
0.32,Ideal,VVS2,786
0.32,Very Good,VVS2,786
0.32,Ideal,VVS2,786
0.4,Good,VS2,786
0.4,Very Good,VS1,786
0.28,Very Good,IF,787
0.39,Ideal,VVS2,787
0.28,Ideal,VVS2,787
0.28,Ideal,VVS2,787
0.28,Ideal,VVS2,787
0.28,Ideal,VVS2,787
0.28,Ideal,VVS2,787
0.28,Ideal,VVS2,787
0.28,Ideal,VVS1,787
0.28,Ideal,VVS1,787
0.39,Ideal,VS2,787
0.38,Ideal,VS2,787
0.34,Ideal,VS1,787
0.47,Ideal,SI1,787
0.28,Ideal,IF,787
0.28,Ideal,IF,787
0.28,Ideal,IF,787
0.41,Ideal,SI2,787
0.41,Ideal,SI2,787
0.46,Good,SI2,787
0.3,Premium,VS1,787
0.37,Premium,VVS2,787
0.33,Very Good,IF,787
0.33,Very Good,IF,787
0.3,Good,VVS2,787
0.39,Very Good,VS2,787
0.39,Good,VS2,787
0.39,Very Good,VS1,787
0.39,Premium,VS2,787
0.39,Good,VS2,787
0.39,Very Good,VVS2,787
0.39,Very Good,VS2,787
0.39,Premium,VS2,787
0.39,Good,VS2,787
0.41,Very Good,VS1,788
0.42,Very Good,SI1,788
0.41,Ideal,VVS2,788
0.39,Ideal,VS2,788
0.41,Ideal,SI1,788
0.35,Ideal,VS1,788
0.35,Ideal,VVS2,788
0.35,Premium,VS1,788
0.35,Premium,VS1,788
0.35,Premium,VS1,788
0.35,Premium,VS1,788
0.35,Ideal,SI1,788
0.35,Premium,SI1,788
0.35,Ideal,SI1,788
0.35,Premium,SI1,788
0.35,Ideal,SI1,788
0.35,Premium,SI1,788
0.35,Ideal,SI1,788
0.35,Premium,SI1,788
0.35,Premium,SI1,788
0.35,Premium,SI1,788
0.35,Premium,SI1,788
0.35,Premium,SI1,788
0.3,Premium,VS2,788
0.35,Very Good,VS1,788
0.35,Ideal,VS1,788
0.39,Good,VS2,788
0.31,Premium,VS1,788
0.31,Ideal,VVS2,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.31,Ideal,VVS1,789
0.38,Ideal,VS2,789
0.43,Ideal,VS1,789
0.43,Ideal,SI1,789
0.31,Ideal,IF,789
0.31,Ideal,IF,789
0.31,Ideal,IF,789
0.31,Ideal,IF,789
0.31,Ideal,IF,789
0.31,Ideal,IF,789
0.31,Ideal,IF,789
0.31,Ideal,IF,789
0.31,Ideal,IF,789
0.36,Very Good,VS2,789
0.3,Premium,VVS1,789
0.3,Premium,VVS2,789
0.3,Ideal,VVS2,789
0.3,Ideal,VVS2,789
0.3,Ideal,VVS1,789
0.36,Very Good,VS2,789
0.3,Ideal,IF,789
0.3,Ideal,VVS2,789
0.3,Very Good,VVS1,789
0.3,Very Good,VVS2,789
0.36,Ideal,VS1,789
0.3,Very Good,VVS1,789
0.3,Ideal,IF,789
0.3,Ideal,VVS1,789
0.3,Good,VVS1,789
0.3,Ideal,VVS2,789
0.3,Ideal,VVS1,789
0.3,Ideal,VVS1,789
0.3,Ideal,VVS2,789
0.3,Very Good,VVS1,789
0.3,Very Good,VVS2,789
0.36,Very Good,VS2,789
0.3,Premium,VVS1,789
0.3,Premium,VVS1,789
0.36,Ideal,VS1,789
0.36,Ideal,VS1,789
0.3,Very Good,VVS2,789
0.3,Ideal,VVS1,789
0.26,Very Good,VS1,453
0.26,Very Good,VS1,453
0.26,Very Good,VS1,453
0.26,Very Good,VS1,453
0.31,Ideal,VVS2,453
0.31,Ideal,VVS2,453
0.26,Ideal,VS2,453
0.33,Ideal,SI1,453
0.28,Ideal,SI1,453
0.26,Good,VS1,453
0.31,Premium,SI1,453
0.31,Premium,SI1,453
0.3,Ideal,VS2,454
0.3,Ideal,VS2,454
0.3,Ideal,VS1,454
0.25,Ideal,VS1,454
0.25,Ideal,VS1,454
0.34,Ideal,SI2,454
0.34,Ideal,SI2,454
0.34,Ideal,SI2,454
0.32,Ideal,SI2,454
0.37,Premium,VS2,454
0.37,Premium,VS2,454
0.35,Good,SI2,454
0.25,Very Good,VVS2,455
0.28,Ideal,SI1,455
0.26,Ideal,VS2,456
0.26,Ideal,VS2,456
0.33,Ideal,VS1,456
0.26,Ideal,VS1,456
0.36,Very Good,VS2,789
0.3,Very Good,VVS1,789
0.36,Ideal,VS2,789
0.36,Premium,VS1,789
0.36,Ideal,VS2,789
0.3,Ideal,VVS1,789
0.3,Premium,VVS1,789
0.36,Premium,VS2,789
0.3,Good,VVS1,789
0.3,Good,VVS1,789
0.3,Premium,IF,789
0.36,Premium,VS2,789
0.36,Very Good,VS2,789
0.3,Very Good,VVS1,789
0.36,Ideal,VS2,789
0.3,Good,VVS1,789
0.3,Premium,VVS2,789
0.3,Good,VVS1,789
0.36,Ideal,VS2,789
0.3,Ideal,VVS2,789
0.3,Ideal,VVS2,789
0.36,Premium,VS2,789
0.3,Ideal,VVS1,789
0.36,Very Good,VS2,789
0.3,Very Good,IF,789
0.36,Ideal,VS2,789
0.3,Ideal,VVS2,789
0.3,Very Good,VVS1,789
0.36,Premium,VS2,789
0.3,Good,VVS1,789
0.3,Very Good,VVS1,789
0.3,Very Good,VVS2,789
0.3,Ideal,IF,789
0.3,Ideal,VVS1,789
0.3,Very Good,VVS1,789
0.3,Ideal,IF,789
0.36,Ideal,VS2,789
0.3,Very Good,VVS2,789
0.36,Ideal,VS2,789
0.36,Ideal,VS2,789
0.3,Premium,VVS2,789
0.3,Ideal,VVS2,789
0.31,Premium,VVS1,789
0.31,Premium,VVS1,789
0.36,Ideal,VS2,789
0.3,Premium,VVS1,789
0.36,Very Good,VS2,789
0.3,Good,VVS1,789
0.3,Premium,VVS2,789
0.36,Premium,VS2,789
0.3,Premium,VVS1,789
0.3,Ideal,VVS1,789
0.3,Very Good,VVS1,790
0.39,Very Good,VS1,790
0.35,Very Good,VS1,790
0.32,Ideal,VVS2,790
0.32,Ideal,VVS2,790
0.4,Ideal,VVS1,790
0.4,Ideal,VVS1,790
0.3,Ideal,VVS1,790
0.4,Ideal,VS2,790
0.35,Ideal,VS2,790
0.34,Ideal,VS1,790
0.34,Ideal,VS1,790
0.32,Ideal,VS1,790
0.45,Ideal,SI1,790
0.43,Ideal,SI1,790
0.3,Fair,VVS1,790
0.39,Very Good,VS1,790
0.39,Very Good,VS1,790
0.39,Premium,VS1,790
0.39,Premium,VS1,790
0.3,Ideal,VS2,790
0.3,Ideal,VS2,790
0.32,Ideal,VVS2,790
0.32,Ideal,VVS2,790
0.42,Very Good,VS2,790
0.32,Very Good,VVS2,791
0.42,Very Good,VS1,791
0.4,Very Good,VS2,791
0.4,Very Good,VS2,791
0.4,Very Good,VS2,791
0.4,Very Good,VS1,791
0.31,Ideal,VVS2,791
0.31,Ideal,VVS2,791
0.31,Ideal,VVS2,791
0.31,Ideal,VVS2,791
0.31,Ideal,VVS2,791
0.31,Ideal,VVS2,791
0.38,Ideal,VVS1,791
0.37,Premium,SI1,791
0.37,Premium,SI1,791
0.37,Premium,SI1,791
0.37,Premium,SI1,791
0.37,Premium,SI1,791
0.37,Premium,SI1,791
0.37,Ideal,SI1,791
0.41,Ideal,SI1,791
0.41,Ideal,SI1,791
0.41,Premium,SI1,791
0.41,Ideal,SI1,791
0.41,Ideal,SI1,791
0.41,Ideal,SI1,791
0.41,Good,SI1,791
0.41,Ideal,SI1,791
0.41,Ideal,SI1,791
0.41,Premium,SI1,791
0.41,Ideal,SI1,791
0.41,Very Good,SI1,791
0.41,Ideal,SI1,791
0.41,Premium,SI1,791
0.41,Ideal,SI1,791
0.41,Premium,SI1,791
0.41,Premium,SI1,791
0.32,Very Good,VS1,792
0.35,Very Good,VS1,792
0.4,Ideal,VS2,792
0.4,Ideal,VS2,792
0.4,Ideal,VS2,792
0.33,Ideal,VS2,792
0.4,Ideal,VS1,792
0.33,Ideal,VS2,792
0.41,Premium,VS2,792
0.43,Ideal,SI1,792
0.43,Ideal,SI1,792
0.43,Premium,SI1,792
0.43,Ideal,SI1,792
0.43,Ideal,SI1,792
0.43,Very Good,SI1,792
0.43,Premium,SI1,792
0.43,Very Good,SI1,792
0.43,Premium,SI1,792
0.43,Very Good,SI1,792
0.43,Premium,SI1,792
0.43,Very Good,SI1,792
0.43,Very Good,VS2,792
0.43,Very Good,SI1,792
0.43,Very Good,SI1,792
0.43,Very Good,SI1,792
0.43,Ideal,SI1,792
0.43,Very Good,SI1,792
0.39,Very Good,VS2,793
0.32,Premium,VVS2,793
0.36,Very Good,VS1,793
0.4,Premium,VS1,793
0.4,Premium,VS1,793
0.39,Very Good,VS2,794
0.39,Ideal,VVS2,794
0.38,Ideal,VVS2,794
0.36,Ideal,VVS2,794
0.36,Ideal,VVS2,794
0.36,Ideal,VVS2,794
0.36,Ideal,VVS1,794
0.36,Ideal,VVS1,794
0.38,Ideal,VS1,794
0.3,Ideal,IF,794
0.36,Ideal,SI1,794
0.36,Very Good,SI1,794
0.36,Ideal,SI1,794
0.45,Fair,SI1,794
0.45,Fair,SI1,794
0.37,Premium,VS2,794
0.33,Very Good,VVS1,795
0.33,Very Good,VVS1,795
0.33,Very Good,VVS1,795
0.44,Very Good,VS2,795
0.34,Very Good,VS1,795
0.33,Very Good,IF,795
0.35,Ideal,VVS2,795
0.35,Ideal,VVS2,795
0.3,Ideal,VS2,795
0.3,Ideal,VS2,795
0.3,Ideal,VS1,795
0.3,Ideal,VS1,795
0.43,Ideal,SI1,795
0.43,Ideal,SI1,795
0.41,Premium,SI2,795
0.4,Very Good,SI1,795
0.32,Ideal,VVS1,796
0.32,Ideal,VVS1,796
0.32,Ideal,VVS1,796
0.38,Ideal,VS2,796
0.39,Ideal,VS2,796
0.32,Ideal,IF,796
0.27,Ideal,IF,796
0.3,Good,IF,796
0.3,Premium,VVS1,796
0.43,Premium,SI1,796
0.41,Very Good,VS1,797
0.33,Premium,VS1,797
0.33,Premium,VS1,797
0.32,Very Good,VS1,798
0.4,Very Good,SI1,798
0.42,Very Good,SI1,798
0.31,Ideal,VVS1,798
0.37,Ideal,VS1,798
0.4,Fair,VS1,798
0.4,Very Good,SI2,798
0.4,Premium,SI2,798
0.4,Good,SI2,798
0.4,Very Good,SI2,798
0.4,Good,SI2,798
0.4,Ideal,SI2,798
0.4,Very Good,SI2,798
0.4,Good,SI2,798
0.4,Premium,SI2,798
0.4,Good,SI2,798
0.4,Very Good,SI2,798
0.4,Very Good,SI2,798
0.35,Ideal,VVS2,798
0.35,Premium,VVS1,798
0.35,Ideal,VVS1,798
0.35,Very Good,VVS2,798
0.35,Ideal,VVS2,798
0.42,Ideal,VVS2,798
0.35,Ideal,VVS1,798
0.35,Very Good,VVS1,798
0.35,Premium,VVS1,798
0.35,Premium,VVS1,798
0.35,Very Good,VVS2,798
0.35,Very Good,VVS2,798
0.35,Very Good,VVS1,798
0.35,Ideal,VVS1,798
0.35,Premium,VVS1,798
0.39,Very Good,VS1,798
0.42,Ideal,SI1,799
0.27,Premium,VVS2,799
0.27,Ideal,VVS2,799
0.27,Ideal,VVS2,799
0.27,Premium,VVS1,799
0.27,Ideal,VVS2,799
0.27,Ideal,VVS2,799
0.27,Ideal,VVS2,799
0.27,Ideal,VVS2,799
0.27,Ideal,VVS1,799
0.27,Ideal,VVS2,799
0.27,Ideal,VVS1,799
0.27,Premium,VVS2,799
0.27,Ideal,VVS2,799
0.27,Ideal,VVS1,799
0.3,Fair,VS1,799
0.3,Premium,VS1,799
0.3,Ideal,IF,799
0.41,Very Good,VS2,800
0.32,Ideal,VVS2,800
0.32,Ideal,VVS2,800
0.32,Ideal,VVS2,800
0.32,Ideal,VVS2,800
0.38,Ideal,VVS1,800
0.4,Ideal,VS2,800
0.36,Ideal,VS2,800
0.31,Ideal,VS1,800
0.31,Ideal,VS1,800
0.31,Ideal,VS1,800
0.43,Ideal,SI2,800
0.38,Ideal,VS2,800
0.38,Very Good,VS2,800
0.38,Premium,VS2,800
0.38,Ideal,VS1,800
0.38,Very Good,VS2,800
0.38,Ideal,VS2,800
0.38,Very Good,VS2,800
0.4,Premium,VS1,800
0.38,Ideal,VS2,800
0.33,Very Good,VVS2,801
0.33,Very Good,VVS2,801
0.41,Very Good,SI1,801
0.41,Ideal,VS2,801
0.36,Ideal,VS2,801
0.36,Ideal,SI1,801
0.32,Good,VVS1,801
0.32,Good,VS2,801
0.31,Premium,VVS1,801
0.31,Ideal,VVS1,801
0.31,Ideal,IF,801
0.31,Ideal,VVS1,801
0.33,Ideal,VVS2,802
0.33,Ideal,VVS2,802
0.3,Ideal,VVS2,802
0.33,Ideal,VVS1,802
0.33,Ideal,VVS1,802
0.32,Ideal,VVS1,802
0.3,Ideal,VVS1,802
0.3,Ideal,VVS1,802
0.3,Ideal,VVS1,802
0.3,Ideal,VVS1,802
0.3,Ideal,VVS1,802
0.3,Ideal,VVS1,802
0.3,Ideal,VVS1,802
0.34,Ideal,VS2,802
0.39,Ideal,VS1,802
0.31,Premium,VS2,802
0.31,Ideal,VS2,802
0.31,Premium,VS2,802
0.31,Premium,VS2,802
0.31,Ideal,VS1,802
0.31,Premium,VVS2,802
0.31,Ideal,VVS2,802
0.31,Premium,VVS2,802
0.31,Ideal,VVS2,802
0.26,Ideal,VS1,456
0.32,Ideal,SI2,456
0.33,Ideal,SI1,456
0.3,Good,VS2,456
0.25,Very Good,VVS1,457
0.34,Very Good,VS2,457
0.3,Very Good,VS2,457
0.3,Ideal,VS2,457
0.3,Ideal,VS2,457
0.3,Ideal,VS1,457
0.3,Ideal,VS1,457
0.3,Ideal,VS1,457
0.31,Ideal,SI1,457
0.31,Good,VS1,457
0.31,Very Good,VS2,457
0.23,Very Good,VVS2,458
0.23,Very Good,VVS2,458
0.23,Very Good,VVS1,458
0.28,Very Good,VS1,458
0.23,Good,VVS1,458
0.23,Good,VVS1,458
0.28,Good,VS1,458
0.31,Very Good,SI1,459
0.27,Ideal,VVS2,459
0.36,Ideal,VS2,459
0.27,Ideal,VS2,459
0.25,Ideal,VS2,459
0.25,Ideal,VS2,459
0.32,Ideal,SI2,459
0.34,Very Good,SI1,459
0.31,Ideal,VVS2,802
0.31,Ideal,VVS2,802
0.31,Premium,VVS2,802
0.31,Premium,VVS2,802
0.31,Ideal,VVS2,802
0.31,Premium,VVS2,802
0.31,Ideal,VVS2,802
0.31,Ideal,VVS2,802
0.31,Ideal,VVS2,802
0.31,Premium,VVS2,802
0.31,Ideal,VVS2,802
0.31,Ideal,VVS2,802
0.31,Ideal,VVS2,802
0.31,Premium,VVS2,802
0.31,Premium,VVS2,802
0.31,Premium,VVS2,802
0.31,Good,VVS2,802
0.31,Good,VVS2,802
0.31,Very Good,VVS2,802
0.31,Premium,VVS2,802
0.31,Ideal,VVS2,802
0.31,Premium,VVS2,802
0.31,Premium,VVS2,802
0.31,Premium,VVS2,802
0.31,Premium,VS1,802
0.31,Ideal,VS1,802
0.31,Ideal,VS1,802
0.31,Premium,VS1,802
0.31,Ideal,VS1,802
0.31,Premium,VS1,802
0.31,Premium,VS1,802
0.31,Ideal,VS1,802
0.31,Ideal,VS1,802
0.31,Ideal,VS1,802
0.31,Ideal,VS1,802
0.31,Premium,VS1,802
0.31,Premium,VS1,802
0.31,Premium,VS1,802
0.31,Premium,VS1,802
0.31,Premium,VS1,802
0.31,Premium,VS1,802
0.31,Premium,VS1,802
0.31,Premium,VS1,802
0.31,Premium,VS1,802
0.31,Ideal,VS1,802
0.31,Premium,VS1,802
0.31,Very Good,VS1,802
0.31,Very Good,VS1,802
0.31,Very Good,VS1,802
0.31,Good,VS1,802
0.31,Very Good,VS1,802
0.31,Premium,VS1,802
0.31,Good,VS1,802
0.31,Very Good,VS1,802
0.31,Premium,VS2,802
0.31,Ideal,VS2,802
0.31,Premium,VS2,802
0.31,Premium,VS2,802
0.31,Ideal,VS2,802
0.31,Ideal,VS2,802
0.31,Ideal,VS2,802
0.31,Ideal,VS2,802
0.31,Ideal,VS2,802
0.31,Ideal,VS2,802
0.31,Premium,VS2,802
0.31,Premium,VS2,802
0.31,Ideal,VS2,802
0.31,Premium,VS2,802
0.31,Premium,VS2,802
0.31,Ideal,VS2,802
0.31,Ideal,VS2,802
0.31,Ideal,VS2,802
0.31,Very Good,VS2,802
0.31,Ideal,VS2,802
0.31,Premium,VS2,802
0.31,Premium,VS2,802
0.31,Premium,VS2,802
0.31,Premium,VS2,802
0.31,Ideal,VS2,802
0.31,Premium,VS2,802
0.31,Ideal,VS2,802
0.31,Premium,VS2,802
0.31,Ideal,VS2,802
0.31,Premium,VS2,802
0.31,Ideal,VS2,802
0.31,Ideal,VS2,802
0.31,Premium,VS2,802
0.31,Ideal,VS2,802
0.31,Premium,VS2,802
0.31,Ideal,VS2,802
0.31,Ideal,VS2,802
0.31,Premium,VS2,802
0.31,Very Good,VS2,802
0.31,Good,VS2,802
0.31,Premium,VS2,802
0.31,Premium,VS2,802
0.31,Ideal,VS2,802
0.31,Ideal,VS2,802
0.31,Premium,VS2,802
0.31,Ideal,VS2,802
0.33,Ideal,VS1,802
0.31,Premium,VS1,802
0.31,Premium,VS1,802
0.32,Ideal,VVS1,803
0.31,Ideal,VS2,803
0.33,Ideal,VS2,803
0.36,Ideal,VS1,803
0.36,Ideal,VS1,803
0.36,Ideal,VS1,803
0.36,Ideal,VS1,803
0.43,Ideal,SI1,803
0.42,Premium,SI1,803
0.34,Premium,SI1,803
0.34,Premium,SI1,803
0.34,Very Good,SI1,803
0.34,Ideal,SI1,803
0.42,Premium,SI1,803
0.34,Premium,VVS1,803
0.34,Premium,VVS1,803
0.34,Premium,VVS1,803
0.34,Premium,VVS1,803
0.34,Premium,SI1,803
0.34,Premium,SI1,803
0.34,Ideal,SI1,803
0.34,Ideal,SI1,803
0.34,Ideal,SI1,803
0.34,Ideal,SI1,803
0.34,Premium,SI1,803
