Date,Fruit,Sale
2019-06-14,Grape,62
2019-09-23,Peach,52
2019-10-26,Peach,51
2019-10-31,Grape,38
2019-05-10,Pear,46
2019-07-13,Peach,42
2019-07-12,Peach,69
2019-12-19,Pear,69
2019-03-08,Pear,41
2019-03-28,Peach,43
2019-11-10,Apple,33
2019-04-01,Apple,48
2019-06-20,Peach,35
2019-01-26,Peach,37
2019-04-09,Pear,59
2019-10-09,Pear,34
2019-04-01,Banana,65
2019-07-24,Pear,69
2019-02-07,Grape,63
2019-12-09,Peach,54
2019-05-16,Pear,57
2019-12-23,Apple,42
2019-03-05,Grape,43
2019-06-21,Peach,41
2019-05-27,Peach,36
2019-07-26,Grape,66
2019-12-10,Grape,59
2019-12-06,Peach,45
2019-04-09,Pear,61
2019-08-21,Banana,65
2019-03-14,Pear,59
2019-05-03,Apple,58
2019-07-21,Peach,37
2019-02-14,Peach,63
2019-09-07,Pear,59
2019-07-14,Grape,30
2019-03-25,Grape,59
2019-02-14,Grape,38
2019-06-08,Grape,51
2019-05-24,Pear,41
2019-01-27,Banana,61
2019-07-26,Pear,46
2019-08-19,Grape,62
2019-09-20,Peach,65
2019-09-01,Apple,65
2019-07-28,Peach,43
2019-07-22,Pear,48
2019-10-11,Peach,37
2019-11-22,Pear,51
2019-06-14,Apple,35
2019-12-14,Apple,38
2019-02-03,Peach,51
2019-10-24,Pear,65
2019-07-07,Peach,61
2019-08-05,Banana,33
2019-09-27,Grape,47
2019-05-26,Banana,42
2019-07-07,Grape,57
2019-04-23,Apple,61
2019-04-06,Pear,41
2019-12-19,Peach,61
2019-06-07,Peach,56
2019-09-11,Apple,54
2019-09-20,Peach,66
2019-01-11,Grape,31
2019-02-11,Grape,55
2019-08-07,Peach,67
2019-03-24,Apple,48
2019-08-03,Peach,42
2019-07-17,Banana,59
2019-02-28,Apple,37
2019-11-29,Peach,58
2019-04-19,Banana,50
2019-06-06,Apple,58
2019-08-08,Pear,49
2019-08-10,Peach,44
2019-11-03,Pear,60
2019-10-21,Pear,39
2019-06-20,Pear,41
2019-10-25,Grape,38
2019-01-02,Banana,51
2019-03-19,Peach,56
2019-07-26,Pear,46
2019-01-28,Pear,60
2019-10-10,Grape,43
2019-01-23,Pear,61
2019-04-03,Grape,67
2019-02-06,Peach,30
2019-12-11,Peach,57
2019-01-29,Banana,37
2019-05-14,Pear,63
2019-03-20,Grape,34
2019-12-27,Apple,30
2019-08-24,Apple,51
2019-08-12,Peach,69
2019-03-06,Peach,50
2019-04-06,Pear,58
2019-03-26,Pear,66
2019-10-19,Grape,38
2019-07-29,Peach,48
2019-11-24,Peach,46
2019-10-10,Apple,58
2019-06-02,Grape,37
2019-08-09,Pear,49
2019-12-01,Grape,31
2019-09-23,Pear,66
2019-11-20,Apple,36
2019-04-23,Peach,47
2019-07-28,Banana,55
2019-09-20,Grape,55
2019-07-18,Banana,41
2019-02-06,Banana,49
2019-12-24,Peach,59
2019-10-19,Banana,46
2019-04-22,Peach,31
2019-09-07,Peach,56
2019-06-27,Apple,53
2019-11-21,Apple,42
2019-05-09,Pear,44
2019-11-04,Pear,39
2019-02-16,Pear,55
2019-07-18,Apple,42
2019-01-03,Pear,51
2019-01-21,Peach,54
2019-01-21,Apple,55
2019-07-06,Pear,54
2019-12-12,Apple,62
2019-05-08,Peach,44
2019-06-16,Apple,48
2019-09-17,Apple,40
2019-04-27,Peach,47
2019-11-12,Apple,35
2019-03-19,Peach,31
2019-06-03,Peach,48
2019-02-01,Pear,68
2019-02-27,Apple,39
2019-11-30,Pear,50
2019-01-09,Pear,45
2019-04-07,Banana,55
2019-06-23,Peach,55
2019-05-01,Peach,39
2019-08-30,Apple,48
2019-09-06,Grape,64
2019-04-18,Apple,44
2019-02-27,Banana,53
2019-04-22,Pear,38
2019-11-13,Peach,46
2019-07-11,Apple,60
2019-08-05,Peach,57
2019-04-03,Pear,66
2019-12-20,Banana,39
2019-03-04,Banana,63
2019-02-06,Grape,47
2019-06-24,Grape,30
2019-12-06,Apple,39
2019-03-18,Pear,46
2019-11-09,Apple,62
2019-10-06,Pear,54
2019-07-17,Peach,67
2019-10-09,Peach,44
2019-02-02,Banana,47
2019-05-06,Grape,67
2019-08-18,Peach,56
2019-02-28,Grape,55
2019-04-04,Apple,68
2019-05-04,Grape,50
2019-10-21,Peach,65
2019-05-19,Peach,33
2019-12-20,Apple,43
2019-02-07,Grape,34
2019-03-08,Pear,67
2019-04-13,Peach,55
2019-12-11,Apple,41
2019-12-25,Peach,62
2019-09-20,Apple,32
2019-08-11,Grape,52
2019-08-09,Grape,42
2019-12-09,Grape,64
2019-05-06,Peach,62
2019-08-12,Pear,67
2019-05-14,Grape,58
2019-08-31,Pear,34
2019-06-25,Apple,59
2019-08-24,Banana,63
2019-08-03,Apple,42
2019-12-02,Peach,55
2019-12-27,Pear,39
2019-01-08,Banana,43
2019-05-01,Peach,35
2019-07-17,Banana,49
2019-11-11,Apple,55
2019-12-23,Grape,51
2019-11-11,Banana,40
2019-11-14,Peach,65
2019-09-20,Pear,59
2019-05-14,Grape,45
2019-03-14,Apple,43
2019-11-13,Peach,40
2019-09-10,Peach,67
2019-08-30,Pear,68
2019-06-27,Peach,45
2019-08-31,Banana,67
2019-10-21,Grape,39
2019-06-16,Peach,41
2019-04-27,Peach,39
2019-03-05,Grape,46
2019-01-12,Grape,34
2019-03-08,Pear,67
2019-08-08,Peach,48
2019-07-15,Banana,32
2019-01-05,Apple,59
2019-04-05,Pear,54
2019-09-18,Grape,54
2019-12-22,Apple,34
2019-02-24,Grape,36
2019-09-26,Grape,65
2019-03-18,Grape,57
2019-01-03,Apple,33
2019-08-05,Peach,50
2019-08-20,Pear,66
2019-02-16,Grape,61
2019-04-29,Peach,44
2019-09-20,Peach,38
2019-01-15,Pear,67
2019-12-05,Pear,30
2019-09-22,Peach,47
2019-02-04,Peach,47
2019-03-21,Grape,37
2019-08-24,Peach,62
2019-02-10,Pear,55
2019-04-11,Pear,59
2019-05-12,Banana,59
2019-03-18,Banana,32
2019-07-15,Grape,40
2019-12-18,Pear,33
2019-07-31,Grape,31
2019-10-14,Pear,58
2019-02-16,Pear,34
2019-01-13,Pear,54
2019-06-21,Peach,31
2019-12-22,Peach,66
2019-01-10,Peach,38
2019-09-13,Apple,48
2019-01-03,Peach,51
2019-09-09,Pear,55
2019-07-13,Banana,66
2019-09-20,Peach,55
2019-05-31,Apple,44
2019-04-03,Peach,52
2019-11-12,Pear,59
2019-09-09,Apple,48
2019-04-25,Pear,51
2019-04-22,Peach,69
2019-09-16,Grape,45
2019-05-20,Peach,42
2019-09-22,Peach,58
2019-11-21,Grape,69
2019-11-11,Apple,56
2019-02-07,Apple,39
2019-10-13,Apple,55
2019-03-27,Peach,61
2019-09-17,Grape,35
2019-11-07,Apple,68
2019-06-24,Peach,50
2019-12-22,Banana,56
2019-05-12,Peach,39
2019-03-02,Pear,67
2019-01-06,Peach,45
2019-11-12,Peach,67
2019-05-10,Banana,48
2019-04-19,Peach,52
2019-12-17,Banana,37
2019-11-01,Pear,61
2019-10-12,Apple,59
2019-02-08,Grape,32
2019-06-18,Grape,64
2019-04-28,Grape,39
2019-05-20,Banana,64
2019-10-16,Grape,37
2019-03-28,Peach,34
2019-05-30,Peach,37
2019-04-22,Banana,62
2019-05-27,Apple,56
2019-07-13,Peach,32
2019-05-20,Peach,59
2019-12-27,Peach,66
2019-10-25,Grape,39
2019-11-29,Grape,40
2019-08-11,Grape,61
2019-05-05,Banana,32
2019-08-16,Peach,61
2019-06-24,Grape,43
2019-12-19,Peach,62
2019-11-26,Peach,62
2019-10-10,Pear,65
2019-03-26,Apple,39
2019-02-21,Grape,43
2019-01-01,Peach,67
2019-04-21,Peach,33
2019-02-15,Grape,63
2019-03-05,Pear,37
2019-12-13,Pear,40
2019-07-25,Apple,53
2019-02-09,Pear,41
2019-01-12,Peach,53
2019-12-29,Peach,31
2019-04-22,Grape,61
2019-12-07,Peach,50
2019-09-20,Peach,64
2019-10-05,Pear,35
2019-09-20,Banana,46
2019-11-13,Apple,59
2019-05-17,Apple,60
2019-03-24,Grape,39
2019-08-15,Pear,59
2019-12-20,Peach,51
2019-07-13,Peach,60
2019-02-19,Apple,46
2019-09-27,Peach,67
2019-11-14,Banana,69
2019-03-17,Peach,50
2019-08-04,Pear,56
2019-12-12,Grape,65
2019-08-15,Peach,61
2019-07-24,Grape,77
2019-01-29,Grape,56
2019-04-24,Apple,68
2019-06-12,Grape,61
2019-08-26,Pear,77
2019-07-18,Pear,61
2019-06-18,Apple,52
2019-09-08,Grape,51
2019-09-09,Grape,74
2019-08-08,Grape,64
2019-04-23,Peach,60
2019-03-08,Peach,57
2019-12-09,Peach,58
2019-08-01,Banana,79
2019-07-16,Pear,78
2019-08-10,Peach,69
2019-06-19,Peach,73
2019-11-19,Peach,55
2019-02-27,Grape,70
2019-01-27,Grape,51
2019-04-03,Pear,55
2019-08-21,Peach,73
2019-10-12,Banana,76
2019-10-28,Banana,50
2019-10-04,Grape,61
2019-05-20,Pear,57
2019-10-28,Peach,58
2019-01-04,Pear,74
2019-04-11,Grape,59
2019-07-30,Apple,77
2019-08-11,Grape,61
2019-03-12,Pear,72
2019-12-03,Peach,65
2019-07-11,Grape,75
2019-02-13,Pear,59
2019-09-08,Pear,52
2019-04-17,Pear,61
2019-05-09,Peach,57
2019-06-18,Peach,79
2019-05-30,Grape,71
2019-07-13,Banana,70
2019-04-14,Pear,69
2019-03-05,Grape,50
2019-07-03,Peach,55
2019-10-20,Peach,58
2019-12-14,Peach,62
2019-01-17,Peach,74
2019-02-20,Grape,74
2019-02-23,Apple,53
2019-04-20,Pear,66
2019-05-05,Peach,51
2019-10-03,Peach,79
2019-03-15,Apple,58
2019-04-30,Apple,78
2019-09-22,Peach,52
2019-11-23,Pear,79
2019-12-13,Grape,67
2019-06-07,Peach,68
2019-09-30,Peach,60
2019-02-09,Grape,59
2019-08-15,Grape,77
2019-06-01,Pear,57
2019-01-03,Pear,64
2019-04-30,Peach,62
2019-12-28,Peach,68
2019-11-06,Peach,78
2019-09-07,Grape,55
2019-09-30,Apple,65
2019-03-11,Banana,61
2019-01-01,Pear,69
2019-11-22,Peach,62
2019-06-14,Apple,62
2019-11-23,Pear,58
2019-08-05,Banana,70
2019-09-25,Apple,60
2019-05-05,Peach,61
2019-09-11,Grape,60
2019-12-25,Apple,59
2019-01-03,Banana,62
2019-09-25,Grape,76
2019-04-15,Pear,51
2019-05-28,Grape,60
2019-11-23,Peach,60
2019-11-16,Pear,73
2019-03-28,Pear,61
2019-09-28,Grape,53
2019-03-05,Apple,68
2019-12-14,Apple,66
2019-01-19,Pear,65
2019-12-01,Banana,78
2019-06-16,Grape,77
2019-05-10,Peach,69
2019-09-01,Apple,79
2019-12-19,Apple,60
2019-08-24,Grape,56
2019-09-25,Peach,51
2019-11-14,Peach,70
2019-07-07,Grape,56
2019-09-05,Pear,63
2019-12-07,Peach,70
2019-12-09,Grape,63
2019-05-09,Apple,68
2019-09-05,Grape,56
2019-04-16,Pear,51
2019-05-05,Pear,69
2019-05-15,Peach,54
2019-12-02,Banana,50
2019-03-13,Peach,73
2019-02-13,Pear,54
2019-01-22,Peach,53
2019-08-08,Peach,61
2019-01-01,Grape,79
2019-07-28,Pear,52
2019-10-19,Apple,75
2019-07-10,Peach,77
2019-06-02,Grape,71
2019-04-10,Apple,58
2019-10-24,Peach,56
2019-07-29,Banana,62
2019-10-28,Grape,71
2019-06-05,Banana,59
2019-11-20,Peach,58
2019-08-05,Grape,72
2019-04-12,Grape,58
2019-04-19,Peach,61
2019-12-02,Grape,70
2019-04-24,Peach,69
2019-01-14,Banana,75
2019-05-16,Apple,73
2019-09-07,Apple,68
2019-10-03,Apple,69
2019-02-22,Banana,50
2019-12-12,Banana,50
2019-05-14,Pear,55
2019-07-15,Banana,70
2019-02-19,Pear,73
2019-02-17,Pear,51
2019-08-25,Apple,58
2019-06-07,Grape,70
2019-07-02,Apple,58
2019-04-11,Peach,65
2019-02-09,Banana,74
2019-12-13,Pear,59
2019-09-07,Pear,55
2019-08-24,Pear,73
2019-02-08,Peach,77
2019-07-12,Pear,67
2019-08-18,Pear,77
2019-03-21,Banana,50
2019-05-20,Apple,75
2019-05-10,Pear,63
2019-12-09,Grape,75
2019-11-29,Pear,65
2019-02-08,Banana,54
2019-03-06,Grape,70
2019-09-13,Apple,67
2019-07-19,Banana,66
2019-12-26,Peach,52
2019-06-06,Peach,50
2019-07-31,Peach,67
2019-11-27,Grape,76
2019-10-12,Grape,67
2019-11-04,Grape,50
2019-03-11,Apple,69
2019-08-02,Banana,55
2019-09-23,Apple,58
2019-12-08,Apple,54
2019-09-15,Peach,64
2019-11-11,Apple,64
2019-07-08,Pear,72
2019-12-09,Grape,50
2019-03-22,Apple,69
2019-03-19,Pear,78
2019-06-25,Grape,67
2019-02-01,Banana,57
2019-05-10,Pear,77
2019-02-26,Apple,65
2019-05-08,Apple,73
2019-09-11,Pear,78
2019-09-06,Apple,53
2019-03-09,Peach,76
2019-06-08,Pear,79
2019-10-11,Banana,56
2019-01-24,Peach,51
2019-06-01,Peach,75
2019-10-09,Peach,72
2019-04-14,Banana,55
2019-05-24,Peach,53
2019-10-04,Peach,68
2019-07-25,Apple,74
2019-12-06,Grape,69
2019-11-17,Grape,58
2019-06-01,Peach,71
2019-04-26,Pear,79
2019-12-05,Pear,78
2019-07-12,Pear,69
2019-08-05,Banana,50
2019-08-22,Banana,62
2019-05-27,Peach,60
2019-02-01,Banana,68
2019-04-01,Peach,50
2019-07-13,Grape,60
2019-12-06,Pear,55
2019-04-23,Apple,71
2019-11-23,Peach,55
2019-01-28,Grape,74
2019-01-24,Apple,63
2019-07-19,Apple,76
2019-02-11,Peach,64
2019-03-15,Apple,52
2019-10-18,Peach,59
2019-10-14,Apple,74
2019-07-07,Banana,61
2019-06-03,Peach,79
2019-01-15,Peach,61
2019-04-16,Peach,68
2019-05-18,Banana,71
2019-02-01,Peach,69
2019-02-01,Peach,62
2019-01-06,Grape,50
2019-05-30,Pear,64
2019-11-12,Grape,57
2019-08-31,Apple,69
2019-01-31,Apple,65
2019-07-14,Peach,76
2019-05-03,Grape,59
2019-09-29,Pear,74
2019-09-15,Grape,61
2019-02-21,Banana,64
2019-11-10,Peach,61
2019-02-02,Pear,57
2019-11-06,Peach,73
2019-02-01,Peach,76
2019-11-27,Pear,75
2019-02-09,Grape,67
2019-03-02,Grape,73
2019-08-30,Grape,79
2019-06-15,Banana,71
2019-05-07,Grape,70
2019-06-22,Pear,76
2019-12-22,Pear,65
2019-06-27,Peach,56
2019-07-06,Peach,53
2019-11-16,Peach,71
2019-12-29,Peach,56
2019-09-27,Apple,57
2019-08-25,Grape,53
2019-12-02,Banana,67
2019-05-13,Apple,54
2019-01-31,Banana,52
2019-09-30,Pear,69
2019-08-15,Peach,61
2019-04-06,Pear,55
2019-08-22,Banana,52
2019-09-22,Grape,77
2019-10-07,Apple,58
2019-10-12,Pear,69
2019-08-18,Peach,65
2019-08-06,Pear,77
2019-02-19,Apple,69
2019-03-01,Grape,56
2019-05-02,Apple,57
2019-08-16,Banana,57
2019-11-01,Grape,54
2019-07-18,Peach,72
2019-12-24,Peach,55
2019-12-28,Grape,54
2019-02-14,Peach,61
2019-10-13,Grape,66
2019-07-13,Pear,65
2019-10-31,Banana,51
2019-05-22,Pear,70
2019-12-05,Peach,76
2019-04-27,Grape,78
2019-05-26,Peach,58
2019-09-17,Peach,58
2019-11-27,Grape,70
2019-12-06,Apple,68
2019-07-15,Pear,56
2019-04-30,Peach,69
2019-11-12,Apple,59
2019-03-27,Banana,75
2019-11-05,Banana,70
2019-03-26,Grape,62
2019-12-13,Apple,54
2019-07-07,Grape,54
2019-04-04,Banana,57
2019-03-20,Peach,76
2019-12-09,Apple,69
2019-07-17,Peach,53
2019-03-19,Peach,59
2019-10-13,Grape,56
2019-07-27,Peach,67
2019-01-16,Grape,56
2019-08-31,Pear,63
2019-07-04,Peach,56
2019-08-31,Pear,76
2019-01-05,Peach,54
2019-12-18,Peach,77
2019-09-04,Pear,66
2019-06-27,Pear,59
2019-04-11,Apple,67
2019-02-07,Peach,79
2019-10-29,Apple,54
2019-07-30,Peach,75
2019-08-13,Apple,60
2019-02-10,Banana,64
2019-10-22,Peach,73
2019-10-09,Pear,51
2019-01-26,Banana,57
2019-05-05,Peach,60
2019-07-03,Pear,55
2019-03-13,Apple,63
2019-07-15,Peach,68
2019-01-10,Grape,76
2019-08-13,Peach,61
2019-06-11,Pear,73
2019-09-04,Peach,78
2019-06-07,Banana,62
2019-11-13,Peach,68
2019-07-21,Apple,68
2019-11-25,Apple,79
2019-07-26,Grape,79
2019-12-07,Apple,51
2019-03-30,Apple,51
2019-12-09,Banana,74
2019-01-18,Apple,65
2019-09-15,Banana,51
2019-11-29,Pear,71
2019-01-27,Peach,67
2019-09-13,Peach,77
2019-10-03,Pear,65
2019-12-15,Peach,56
2019-03-10,Banana,55
2019-01-26,Banana,77
2019-05-07,Grape,68
2019-10-03,Pear,57
2019-06-03,Pear,53
2019-05-11,Peach,64
2019-01-22,Peach,62
2019-12-04,Peach,62
2019-03-04,Peach,51
2019-07-05,Pear,65
2019-10-01,Pear,53
2019-05-09,Apple,66
2019-09-22,Peach,51
2019-06-15,Pear,76
2019-01-27,Pear,69
2019-07-23,Apple,67
2019-01-22,Pear,74
2019-07-26,Grape,53
2019-11-17,Peach,70
2019-04-26,Apple,71
2019-06-26,Banana,76
2019-05-26,Apple,52
2019-09-13,Grape,66
2019-04-19,Peach,50
2019-05-13,Pear,52
2019-12-10,Apple,60
2019-05-11,Apple,57
2019-02-26,Pear,69
2019-01-01,Grape,68
2019-09-01,Grape,51
2019-01-17,Banana,65
2019-02-07,Banana,61
2019-06-19,Peach,69
2019-12-06,Grape,55
2019-06-24,Banana,75
2019-01-27,Peach,79
2019-05-25,Peach,64
2019-12-22,Pear,63
2019-10-12,Grape,51
2019-02-13,Peach,64
2019-07-23,Banana,68
2019-09-24,Grape,70
2019-10-11,Grape,54
2019-08-10,Apple,60
2019-04-28,Peach,51
2019-03-14,Peach,69
2019-08-12,Grape,75
2019-02-26,Banana,66
2019-09-28,Peach,63
2019-12-24,Apple,65
2019-06-18,Peach,67
2019-10-08,Pear,63
2019-05-20,Grape,54
2019-06-20,Grape,71
2019-04-22,Grape,76
2019-09-10,Apple,63
2019-05-13,Banana,61
2019-08-17,Apple,59
2019-09-29,Apple,54
2019-10-05,Grape,62
2019-04-23,Apple,58
2019-12-14,Grape,59
2019-12-16,Peach,56
2019-07-20,Pear,79
2019-10-09,Grape,78
2019-09-10,Grape,75
2019-10-20,Peach,68
2019-12-03,Apple,57
2019-07-18,Grape,54
2019-07-18,Peach,70
2019-08-22,Apple,65
2019-10-22,Peach,70
2019-11-05,Apple,55
2019-09-15,Peach,68
2019-08-15,Peach,62
2019-05-30,Peach,58
2019-05-03,Apple,58
2019-07-10,Apple,64
2019-03-14,Pear,60
2019-05-29,Pear,53
2019-01-11,Pear,57
2019-02-25,Pear,55
2019-04-28,Apple,75
2019-04-23,Pear,53
2019-08-06,Peach,67
2019-09-14,Apple,77
2019-05-27,Apple,69
2019-10-15,Apple,76
2019-03-14,Banana,62
2019-12-28,Peach,58
2019-05-11,Peach,61
2019-12-26,Banana,73
2019-11-03,Grape,56
2019-02-10,Grape,55
2019-03-17,Peach,55
2019-05-11,Pear,72
2019-01-20,Apple,79
2019-10-24,Pear,66
2019-12-01,Grape,73
2019-10-14,Peach,73
2019-11-23,Peach,65
2019-12-28,Grape,77
2019-03-22,Grape,51
2019-01-15,Grape,75
2019-12-30,Grape,78
2019-05-07,Pear,77
2019-04-16,Apple,74
2019-08-04,Grape,60
2019-07-03,Pear,51
2019-07-15,Peach,53
2019-09-05,Pear,57
2019-12-07,Pear,58
2019-06-12,Peach,71
2019-01-28,Peach,66
2019-07-13,Apple,64
2019-03-15,Grape,51
2019-04-08,Peach,62
2019-01-03,Apple,74
2019-04-04,Apple,70
2019-04-01,Grape,68
2019-04-15,Grape,60
2019-07-17,Peach,71
2019-11-15,Banana,74
2019-08-17,Grape,54
2019-04-10,Banana,76
2019-06-20,Peach,64
2019-05-17,Peach,51
2019-03-07,Pear,50
2019-09-20,Grape,53
2019-08-18,Apple,64
2019-05-14,Grape,78
2019-08-04,Pear,51
2019-10-03,Grape,56
2019-11-22,Pear,57
2019-06-22,Pear,77
2019-07-24,Peach,79
2019-09-08,Pear,51
2019-09-26,Apple,61
2019-12-22,Banana,69
2019-10-31,Banana,75
2019-10-08,Grape,59
2019-06-22,Apple,77
2019-09-14,Pear,68
2019-11-05,Banana,65
2019-10-09,Grape,74
2019-11-24,Apple,50
2019-11-11,Grape,56
2019-04-02,Peach,57
2019-09-09,Grape,57
2019-05-27,Peach,67
2019-04-28,Peach,62
2019-07-04,Grape,60
2019-12-18,Peach,61
2019-06-05,Peach,76
2019-07-20,Pear,62
2019-02-03,Peach,79
2019-04-13,Apple,61
2019-11-11,Grape,52
2019-11-05,Pear,69
2019-02-17,Apple,50
2019-08-17,Pear,55
2019-10-11,Apple,62
2019-07-02,Peach,56
2019-08-01,Pear,67
2019-07-12,Banana,73
2019-03-31,Apple,59
2019-05-26,Pear,60
2019-08-15,Grape,70
2019-08-21,Grape,50
2019-08-11,Peach,61
2019-06-23,Grape,67
2019-07-24,Apple,65
2019-09-13,Peach,71
2019-04-05,Peach,50
2019-08-10,Apple,73
2019-04-17,Grape,65
2019-04-11,Pear,73
2019-07-01,Banana,64
2019-07-03,Apple,65
2019-12-01,Grape,62
2019-07-25,Pear,50
2019-06-03,Banana,54
2019-04-02,Grape,54
2019-12-28,Peach,75
2019-10-02,Grape,75
2019-08-25,Apple,55
2019-09-21,Pear,62
2019-01-28,Peach,56
2019-11-07,Banana,54
2019-05-06,Peach,79
2019-04-28,Peach,66
2019-03-19,Pear,55
2019-08-05,Peach,53
2019-10-31,Peach,51
2019-08-08,Pear,64
2019-11-09,Pear,59
2019-09-13,Pear,77
2019-01-20,Grape,64
2019-12-07,Pear,56
2019-04-19,Pear,66
2019-01-21,Peach,69
2019-02-08,Banana,79
2019-03-23,Peach,70
2019-08-08,Banana,63
2019-01-15,Pear,74
2019-02-08,Peach,55
2019-01-03,Pear,75
2019-12-08,Peach,69
2019-02-09,Apple,60
2019-11-18,Pear,55
2019-02-19,Apple,53
2019-01-29,Peach,68
2019-04-01,Pear,71
2019-03-10,Banana,76
2019-12-23,Peach,75
2019-03-18,Pear,60
2019-08-12,Peach,70
2019-01-19,Peach,56
2019-12-05,Pear,76
2019-01-30,Peach,63
2019-06-25,Peach,65
2019-11-20,Pear,70
2019-09-07,Apple,66
2019-10-07,Pear,69
2019-03-20,Apple,59
2019-01-12,Banana,77
2019-07-12,Grape,76
2019-12-09,Peach,59
2019-08-10,Apple,56
2019-10-20,Banana,70
2019-12-15,Apple,74
2019-11-15,Grape,70
2019-10-04,Banana,71
2019-01-11,Peach,51
2019-12-01,Grape,63
2019-03-05,Peach,54
2019-10-29,Peach,77
2019-07-01,Banana,73
2019-05-11,Banana,66
2019-09-20,Peach,62
2019-11-24,Grape,74
2019-10-30,Banana,59
2019-05-17,Grape,62
2019-06-19,Peach,79
2019-10-17,Peach,50
2019-03-23,Banana,78
2019-03-03,Peach,59
2019-10-04,Pear,77
2019-11-24,Grape,74
2019-10-04,Banana,61
2019-06-01,Apple,74
2019-02-06,Apple,71
2019-08-21,Peach,75
2019-10-04,Peach,58
2019-12-16,Pear,65
2019-12-30,Pear,78
2019-07-08,Peach,60
2019-08-27,Grape,75
2019-12-29,Banana,62
2019-05-26,Apple,62
2019-12-01,Grape,65
2019-05-19,Pear,60
2019-11-23,Pear,55
2019-12-28,Pear,62
2019-05-20,Peach,56
2019-03-04,Peach,51
2019-03-07,Banana,61
2019-03-23,Apple,65
2019-05-29,Pear,58
2019-11-16,Grape,78
2019-09-30,Apple,64
2019-12-15,Peach,67
2019-09-04,Banana,77
2019-06-24,Banana,79
2019-02-26,Apple,69
2019-09-15,Peach,57
2019-05-08,Peach,50
2019-02-19,Pear,79
2019-11-19,Grape,78
2019-05-17,Grape,66
2019-10-13,Pear,69
2019-09-28,Apple,65
2019-12-29,Pear,50
2019-06-10,Pear,63
2019-03-05,Grape,75
2019-06-27,Grape,73
2019-07-22,Pear,52
2019-10-01,Apple,73
2019-01-17,Banana,71
2019-01-05,Banana,57
2019-01-12,Apple,79
2019-05-26,Pear,62
2019-10-31,Peach,52
2019-06-10,Peach,59
2019-10-27,Peach,63
2019-01-02,Peach,75
2019-08-26,Grape,64
2019-04-02,Peach,51
2019-07-25,Apple,75
2019-12-10,Banana,76
2019-12-29,Peach,79
2019-03-19,Pear,76
2019-02-01,Peach,57
2019-11-17,Grape,57
2019-08-06,Peach,70
2019-01-20,Pear,56
2019-03-22,Banana,65
2019-07-27,Grape,78
2019-10-27,Peach,72
2019-08-28,Apple,62
2019-07-07,Apple,58
2019-01-01,Pear,67
2019-09-07,Apple,77
2019-11-28,Peach,53
2019-07-26,Pear,71
2019-01-10,Pear,62
2019-05-17,Banana,66
2019-09-30,Pear,75
2019-07-05,Grape,63
2019-08-24,Pear,71
2019-03-06,Pear,62
2019-10-05,Grape,76
2019-11-10,Grape,61
2019-08-23,Peach,69
2019-08-18,Peach,61
2019-08-18,Banana,64
2019-12-04,Banana,60
2019-10-29,Apple,60
2019-07-01,Pear,76
2019-04-26,Grape,61
2019-12-28,Apple,72
2019-03-21,Pear,60
2019-07-14,Pear,58
2019-07-27,Peach,77
2019-04-10,Banana,61
2019-05-18,Peach,74
2019-06-12,Banana,59
2019-12-22,Apple,75
2019-06-14,Pear,65
2019-06-20,Pear,63
2019-04-18,Peach,73
2019-01-25,Banana,53
2019-08-02,Grape,70
2019-02-17,Banana,77
2019-12-06,Apple,58
2019-09-28,Apple,51
2019-07-19,Banana,74
2019-11-05,Apple,62
2019-11-25,Apple,57
2019-06-19,Grape,63
2019-04-08,Peach,57
2019-04-03,Pear,62
2019-03-01,Banana,58
2019-08-10,Grape,70
2019-07-25,Peach,74
2019-09-06,Apple,60
2019-02-04,Peach,71
2019-05-03,Peach,72
2019-09-10,Pear,70
2019-03-01,Pear,75
2019-01-29,Peach,73
2019-02-22,Apple,70
2019-09-02,Apple,50
2019-05-30,Peach,71
2019-03-03,Grape,76
2019-09-17,Peach,77
2019-11-07,Apple,63
2019-01-27,Peach,51
2019-02-14,Grape,58
2019-12-25,Apple,63
2019-06-05,Peach,50
2019-09-10,Pear,75
2019-02-03,Apple,67
2019-12-25,Grape,65
2019-10-08,Peach,66
2019-04-06,Pear,76
2019-05-18,Banana,50
2019-05-18,Apple,72
2019-12-04,Peach,67
2019-05-30,Banana,59
2019-11-02,Apple,53
2019-01-08,Pear,73
2019-10-06,Pear,69
2019-04-02,Peach,50
2019-12-18,Peach,56
2019-05-14,Peach,60
2019-04-09,Grape,78
2019-04-11,Pear,53
2019-12-14,Banana,75
2019-04-02,Grape,61
2019-11-21,Banana,50
2019-09-26,Peach,51
2019-04-22,Pear,79
2019-09-27,Banana,74
2019-07-17,Apple,77
2019-04-09,Peach,62
2019-02-21,Banana,72
2019-08-09,Apple,77
2019-07-05,Peach,77
2019-07-14,Pear,52
2019-11-02,Pear,61
2019-12-01,Banana,54
2019-02-20,Peach,67
2019-01-02,Peach,55
2019-08-17,Peach,60
2019-01-01,Grape,60
2019-06-16,Peach,72
2019-10-20,Apple,58
2019-08-27,Pear,73
2019-07-08,Grape,78
2019-08-21,Apple,54
2019-03-20,Pear,57
2019-02-22,Grape,53
2019-04-06,Grape,65
2019-03-06,Grape,61
2019-09-17,Grape,79
2019-07-14,Apple,60
2019-05-14,Peach,64
2019-06-21,Apple,65
