Area,School,Course
area_2,school_139,course_60
area_4,school_305,course_99
area_1,school_202,course_10
area_3,school_254,course_74 course_30
area_2,school_171,course_19
area_3,school_280,course_92
area_2,school_318,course_29
area_1,school_146,course_24 course_87
area_4,school_76,course_96 course_14 course_45
area_1,school_292,course_88 course_81 course_60
area_2,school_22,course_10 course_61 course_80
area_2,school_50,course_51 course_72
area_3,school_326,course_42
area_1,school_353,course_43 course_65
area_2,school_340,course_84 course_81 course_36
area_2,school_251,course_4 course_43
area_3,school_363,course_69
area_3,school_337,course_30
area_2,school_152,course_45
area_4,school_19,course_37 course_63 course_21
area_1,school_190,course_98
area_1,school_142,course_28
area_2,school_251,course_63
area_4,school_154,course_20
area_3,school_66,course_82 course_25 course_15
area_4,school_76,course_59
area_1,school_364,course_10 course_73
area_4,school_141,course_31
area_3,school_241,course_41 course_75
area_4,school_113,course_62 course_10
area_3,school_110,course_9 course_91
area_2,school_351,course_85
area_1,school_181,course_80
area_3,school_55,course_60 course_85
area_3,school_298,course_6 course_94
area_1,school_319,course_85 course_40 course_17
area_3,school_218,course_19 course_63 course_11
area_2,school_74,course_38 course_74 course_84
area_2,school_112,course_60 course_45 course_16
area_2,school_139,course_37
area_2,school_262,course_97 course_99 course_50
area_2,school_304,course_67 course_8
area_4,school_316,course_54 course_100
area_4,school_60,course_33 course_86
area_2,school_48,course_18 course_74
area_3,school_334,course_47 course_31 course_2
area_2,school_134,course_11
area_2,school_135,course_85 course_52 course_94
area_2,school_223,course_89 course_61
area_2,school_340,course_82
area_2,school_204,course_66 course_79 course_50
area_4,school_76,course_35
area_2,school_92,course_49 course_70
area_4,school_37,course_64
area_3,school_24,course_96
area_3,school_350,course_3
area_3,school_175,course_78
area_4,school_113,course_27
area_4,school_277,course_75
area_4,school_23,course_93
area_4,school_358,course_31 course_96
area_1,school_119,course_17 course_9
area_3,school_234,course_7
area_3,school_350,course_68 course_69
area_2,school_161,course_19
area_3,school_298,course_31 course_51
area_2,school_74,course_50 course_1 course_4
area_1,school_95,course_34
area_3,school_24,course_31 course_20 course_18
area_3,school_208,course_7
area_4,school_113,course_54
area_4,school_238,course_27
area_2,school_311,course_16 course_43
area_2,school_191,course_95 course_82 course_11
area_3,school_149,course_57 course_3 course_43
area_2,school_303,course_88 course_4
area_4,school_300,course_84 course_38 course_100
area_4,school_199,course_89 course_49 course_46
area_2,school_221,course_85 course_14 course_19
area_3,school_102,course_20 course_35
area_1,school_252,course_57
area_3,school_222,course_43 course_50 course_96
area_1,school_145,course_99
area_4,school_60,course_53 course_94 course_30
area_1,school_16,course_73
area_1,school_127,course_33 course_84 course_18
area_2,school_54,course_94
area_1,school_292,course_26 course_43
area_2,school_50,course_87 course_51 course_45
area_3,school_234,course_34 course_51 course_89
area_4,school_277,course_87
area_2,school_220,course_66 course_75
area_3,school_324,course_47 course_15 course_72
area_3,school_348,course_83 course_49 course_26
area_3,school_200,course_73 course_11 course_57
area_3,school_24,course_80 course_6
area_3,school_359,course_40 course_69 course_47
area_2,school_172,course_19
area_1,school_129,course_59
area_3,school_218,course_13
area_2,school_52,course_66 course_58 course_70
area_3,school_140,course_19
area_1,school_362,course_38 course_82
area_3,school_333,course_30 course_84
area_4,school_105,course_38
area_4,school_285,course_37
area_3,school_219,course_35
area_2,school_356,course_67 course_62 course_9
area_3,school_182,course_63 course_58 course_91
area_3,school_137,course_55
area_4,school_65,course_14 course_37 course_60
area_4,school_154,course_9 course_41 course_75
area_3,school_215,course_62
area_4,school_213,course_54
area_1,school_231,course_78
area_3,school_55,course_70 course_22
area_3,school_182,course_13 course_18 course_78
area_2,school_220,course_26 course_93 course_34
area_3,school_164,course_63 course_9 course_76
area_3,school_323,course_79
area_1,school_10,course_97
area_3,school_35,course_63 course_77 course_91
area_2,school_75,course_84 course_40 course_98
area_4,school_37,course_52 course_34 course_77
area_4,school_247,course_67 course_7
area_2,school_361,course_37 course_24
area_1,school_365,course_42
area_3,school_270,course_72 course_64
area_2,school_79,course_93
area_3,school_280,course_78 course_34
area_3,school_363,course_4 course_83
area_3,school_215,course_20 course_28
area_4,school_9,course_12 course_3 course_21
area_2,school_171,course_75
area_4,school_60,course_67 course_39
area_4,school_83,course_32 course_75 course_77
area_2,school_107,course_48
area_3,school_120,course_17 course_21 course_45
area_2,school_341,course_40 course_94
area_3,school_239,course_11 course_23 course_46
area_2,school_193,course_70 course_48
area_2,school_206,course_17 course_66
area_2,school_84,course_73
area_2,school_56,course_13 course_63 course_47
area_3,school_49,course_52
area_2,school_331,course_73 course_60
area_3,school_155,course_53
area_2,school_62,course_27 course_14 course_42
area_2,school_98,course_76 course_44
area_2,school_15,course_60
area_3,school_81,course_75
area_4,school_138,course_67
area_3,school_233,course_96 course_95
area_2,school_74,course_25 course_89 course_97
area_2,school_87,course_37 course_43 course_60
area_3,school_11,course_25
area_2,school_329,course_73
area_3,school_363,course_56 course_8 course_28
area_4,school_70,course_72
area_4,school_346,course_31 course_69
area_1,school_288,course_37 course_43 course_78
area_1,school_308,course_88 course_94
area_2,school_229,course_17 course_9
area_2,school_44,course_56 course_94
area_3,school_66,course_16 course_36
area_2,school_230,course_88 course_98
area_3,school_45,course_79 course_95
area_2,school_48,course_77 course_4
area_4,school_150,course_91
area_2,school_54,course_19
area_3,school_218,course_69 course_66
area_1,school_365,course_69 course_19
area_4,school_213,course_10 course_96
area_2,school_340,course_22
area_3,school_257,course_27
area_1,school_364,course_84 course_24
area_4,school_148,course_37
area_4,school_293,course_91
area_2,school_242,course_51
area_2,school_92,course_38
area_3,school_349,course_27 course_18
area_2,school_62,course_31 course_22 course_75
